customer_id,churn_date,disconnect_type,reason,zip,competitor_in_zip
C0034922,2026-03-31,voluntary,service_quality,33823,0
C0019154,2026-01-15,involuntary,fraud,99196,0
C0005388,2026-03-25,voluntary,moved_to_competitor_5g,99034,1
C0006958,2026-03-25,voluntary,price_too_high,55443,0
C0015483,2026-03-12,voluntary,service_quality,21864,1
C0006280,2026-01-28,voluntary,competitor_fiber,44939,1
C0016975,2026-02-25,voluntary,moved_to_competitor_5g,76339,0
C0005119,2026-02-27,non_payment,collections_writeoff,50550,0
C0005863,2026-01-30,non_payment,collections_writeoff,71226,0
C0011058,2026-02-22,non_payment,collections_writeoff,84338,1
C0015082,2026-02-13,voluntary,moved_to_competitor_5g,37608,1
C0034124,2026-02-28,involuntary,deceased,72611,1
C0034214,2026-02-21,voluntary,price_too_high,92139,1
C0010940,2026-02-23,voluntary,price_too_high,34955,1
C0010778,2026-01-13,non_payment,collections_writeoff,78299,0
C0031236,2026-02-10,voluntary,service_quality,92374,1
C0040268,2026-02-24,non_payment,collections_writeoff,63905,1
C0007624,2026-02-10,voluntary,competitor_fiber,59214,1
C0033400,2026-03-27,voluntary,competitor_fiber,49756,0
C0045271,2026-02-02,non_payment,collections_writeoff,73118,0
C0028224,2026-02-17,voluntary,competitor_fiber,99820,1
C0010683,2026-01-20,non_payment,collections_writeoff,20366,1
C0034745,2026-03-29,voluntary,competitor_fiber,95846,0
C0011162,2026-03-02,non_payment,collections_writeoff,96473,1
C0036173,2026-01-09,non_payment,collections_writeoff,62104,0
C0025193,2026-01-12,voluntary,competitor_fiber,57668,1
C0048221,2026-01-11,non_payment,collections_writeoff,59214,1
C0030604,2026-01-12,voluntary,price_too_high,44939,1
C0025007,2026-02-25,non_payment,collections_writeoff,50623,0
C0029086,2026-01-13,voluntary,competitor_fiber,23944,1
C0029847,2026-02-17,voluntary,moved_to_competitor_5g,71568,1
C0043800,2026-01-17,voluntary,service_quality,70968,1
C0014819,2026-03-13,voluntary,service_quality,81963,0
C0008695,2026-01-08,non_payment,collections_writeoff,95846,0
C0015031,2026-03-17,voluntary,service_quality,23801,0
C0039718,2026-03-13,voluntary,price_too_high,41592,0
C0030430,2026-03-13,voluntary,price_too_high,21864,1
C0018667,2026-02-12,non_payment,collections_writeoff,38047,1
C0004908,2026-03-27,voluntary,competitor_fiber,94492,0
C0009696,2026-01-16,voluntary,service_quality,82563,0
C0042832,2026-02-22,non_payment,collections_writeoff,21437,1
C0034973,2026-02-15,voluntary,moved_to_competitor_5g,74521,0
C0019764,2026-03-27,involuntary,deceased,55443,0
C0029058,2026-02-24,voluntary,competitor_fiber,50550,0
C0013471,2026-01-07,non_payment,collections_writeoff,41092,0
C0010130,2026-02-06,non_payment,collections_writeoff,36218,0
C0020986,2026-03-18,voluntary,moved_to_competitor_5g,67946,1
C0010228,2026-02-09,relocation,moved_out_of_footprint,96473,1
C0005164,2026-02-15,non_payment,collections_writeoff,78102,0
C0041518,2026-01-14,voluntary,competitor_fiber,34955,1
C0031339,2026-03-15,voluntary,competitor_fiber,39367,1
C0017808,2026-03-06,non_payment,collections_writeoff,71094,0
C0047687,2026-01-28,non_payment,collections_writeoff,47558,0
C0018403,2026-01-20,non_payment,collections_writeoff,36136,0
C0047746,2026-03-26,voluntary,service_quality,39262,0
C0013793,2026-03-03,non_payment,collections_writeoff,22457,1
C0008969,2026-01-29,non_payment,collections_writeoff,31397,0
C0002627,2026-01-14,voluntary,service_quality,38864,0
C0047750,2026-02-14,voluntary,service_quality,79069,0
C0007660,2026-03-13,relocation,moved_out_of_footprint,38047,1
C0009423,2026-02-17,voluntary,competitor_fiber,68710,1
C0012725,2026-01-15,non_payment,collections_writeoff,49849,0
C0048284,2026-02-05,non_payment,collections_writeoff,21551,0
C0019605,2026-03-15,non_payment,collections_writeoff,16607,0
C0006061,2026-01-29,involuntary,deceased,43481,0
C0020879,2026-02-24,voluntary,service_quality,71226,0
C0024928,2026-03-13,non_payment,collections_writeoff,70755,1
C0022832,2026-03-21,voluntary,price_too_high,77889,1
C0018443,2026-03-20,non_payment,collections_writeoff,24665,1
C0001478,2026-03-28,involuntary,fraud,58915,1
C0043851,2026-03-24,non_payment,collections_writeoff,96434,0
C0035286,2026-03-13,involuntary,deceased,97554,0
C0010030,2026-01-04,non_payment,collections_writeoff,71934,0
C0033541,2026-03-19,voluntary,price_too_high,50859,1
C0021051,2026-03-26,voluntary,price_too_high,69363,1
C0020825,2026-03-30,involuntary,terms_violation,49226,0
C0005946,2026-02-04,non_payment,collections_writeoff,17727,1
C0011757,2026-01-04,non_payment,collections_writeoff,33693,1
C0011269,2026-01-24,non_payment,collections_writeoff,67946,1
C0008373,2026-02-04,non_payment,collections_writeoff,50682,1
C0043698,2026-03-31,involuntary,fraud,15642,0
C0021777,2026-02-09,non_payment,collections_writeoff,68710,1
C0026055,2026-02-13,involuntary,terms_violation,39367,1
C0049165,2026-02-14,non_payment,collections_writeoff,50859,1
C0031749,2026-01-01,voluntary,service_quality,21864,1
C0037807,2026-01-24,voluntary,moved_to_competitor_5g,25352,0
C0030699,2026-01-19,non_payment,collections_writeoff,38022,1
C0023027,2026-03-14,relocation,moved_out_of_footprint,69363,1
C0037977,2026-03-26,non_payment,collections_writeoff,82954,0
C0000867,2026-02-21,non_payment,collections_writeoff,53384,1
C0036768,2026-01-09,involuntary,fraud,48318,0
C0001051,2026-01-19,voluntary,price_too_high,64810,1
C0026978,2026-03-23,non_payment,collections_writeoff,40418,0
C0048136,2026-01-04,non_payment,collections_writeoff,77889,1
C0009519,2026-01-12,non_payment,collections_writeoff,36970,0
C0010735,2026-03-09,involuntary,terms_violation,81963,0
C0015383,2026-01-28,non_payment,collections_writeoff,10348,1
C0047811,2026-02-18,voluntary,service_quality,90971,1
C0024911,2026-02-23,voluntary,competitor_fiber,55408,1
C0021317,2026-02-28,non_payment,collections_writeoff,50682,1
C0027558,2026-02-13,voluntary,competitor_fiber,59197,1
C0004622,2026-01-21,voluntary,price_too_high,27636,1
C0010483,2026-02-17,non_payment,collections_writeoff,85846,1
C0022876,2026-02-09,voluntary,competitor_fiber,34955,1
C0014361,2026-02-11,voluntary,competitor_fiber,61397,1
C0049496,2026-03-14,voluntary,competitor_fiber,38047,1
C0031348,2026-03-18,voluntary,competitor_fiber,37754,1
C0014627,2026-01-11,voluntary,competitor_fiber,33823,0
C0029864,2026-01-07,non_payment,collections_writeoff,44939,1
C0047666,2026-01-20,voluntary,moved_to_competitor_5g,21864,1
C0049107,2026-01-21,non_payment,collections_writeoff,21864,1
C0014715,2026-03-21,voluntary,competitor_fiber,46830,0
C0032516,2026-01-07,voluntary,competitor_fiber,48002,0
C0002886,2026-03-28,non_payment,collections_writeoff,73118,0
C0001272,2026-01-11,non_payment,collections_writeoff,35401,1
C0046298,2026-02-04,non_payment,collections_writeoff,33823,0
C0011482,2026-02-26,non_payment,collections_writeoff,94492,0
C0031691,2026-03-26,non_payment,collections_writeoff,50859,1
C0029198,2026-02-24,non_payment,collections_writeoff,14493,1
C0037575,2026-03-04,non_payment,collections_writeoff,57943,1
C0046741,2026-03-19,non_payment,collections_writeoff,21931,1
C0032237,2026-02-26,relocation,moved_out_of_footprint,17727,1
C0047502,2026-02-23,non_payment,collections_writeoff,25352,0
C0048039,2026-02-04,voluntary,price_too_high,58060,1
C0039249,2026-01-28,voluntary,price_too_high,15712,0
C0048400,2026-03-07,non_payment,collections_writeoff,20366,1
C0021229,2026-01-15,voluntary,service_quality,90631,1
C0009874,2026-02-14,voluntary,service_quality,74546,1
C0036391,2026-02-25,voluntary,competitor_fiber,95846,0
C0001150,2026-01-15,relocation,moved_out_of_footprint,63905,1
C0019735,2026-02-06,non_payment,collections_writeoff,82565,1
C0033646,2026-03-28,voluntary,service_quality,95846,0
C0036355,2026-03-28,non_payment,collections_writeoff,44535,1
C0044490,2026-03-17,voluntary,competitor_fiber,95846,0
C0002132,2026-03-04,voluntary,competitor_fiber,49849,0
C0007628,2026-03-09,non_payment,collections_writeoff,92139,1
C0025013,2026-03-27,voluntary,competitor_fiber,90631,1
C0046180,2026-02-09,non_payment,collections_writeoff,41092,0
C0026675,2026-01-06,voluntary,competitor_fiber,64874,0
C0033677,2026-01-29,voluntary,service_quality,26270,0
C0005582,2026-02-20,voluntary,competitor_fiber,77889,1
C0011346,2026-03-18,voluntary,competitor_fiber,65704,0
C0026514,2026-01-08,voluntary,competitor_fiber,24665,1
C0044891,2026-01-01,voluntary,moved_to_competitor_5g,96434,0
C0029827,2026-01-27,voluntary,price_too_high,20366,1
C0049797,2026-02-08,voluntary,price_too_high,71094,0
C0047278,2026-01-28,voluntary,service_quality,95873,0
C0000846,2026-01-18,involuntary,terms_violation,39460,0
C0008976,2026-02-02,relocation,moved_out_of_footprint,47558,0
C0039731,2026-02-07,voluntary,service_quality,50859,1
C0010685,2026-02-11,voluntary,price_too_high,33823,0
C0014583,2026-01-16,voluntary,service_quality,58060,1
C0042418,2026-01-01,non_payment,collections_writeoff,64760,0
C0021152,2026-03-05,voluntary,competitor_fiber,25464,1
C0043028,2026-02-25,voluntary,competitor_fiber,36872,1
C0046024,2026-01-23,voluntary,service_quality,26899,1
C0048337,2026-01-17,non_payment,collections_writeoff,82481,0
C0029162,2026-02-18,non_payment,collections_writeoff,71934,0
C0010866,2026-03-10,voluntary,competitor_fiber,21931,1
C0046849,2026-01-30,non_payment,collections_writeoff,82345,0
C0021951,2026-03-06,non_payment,collections_writeoff,46830,0
C0022821,2026-03-13,involuntary,deceased,38022,1
C0019930,2026-03-27,non_payment,collections_writeoff,71061,1
C0036310,2026-02-15,voluntary,competitor_fiber,14493,1
C0028171,2026-01-10,voluntary,competitor_fiber,36872,1
C0013226,2026-02-20,non_payment,collections_writeoff,71061,1
C0009778,2026-01-06,voluntary,service_quality,22457,1
C0014573,2026-02-25,relocation,moved_out_of_footprint,14644,0
C0049592,2026-01-03,non_payment,collections_writeoff,33823,0
C0018573,2026-02-28,voluntary,competitor_fiber,21864,1
C0020148,2026-01-10,involuntary,terms_violation,33823,0
C0016090,2026-02-10,non_payment,collections_writeoff,92391,1
C0013753,2026-03-15,involuntary,deceased,25464,1
C0002472,2026-02-24,voluntary,competitor_fiber,34725,1
C0007322,2026-03-15,voluntary,competitor_fiber,66347,0
C0034827,2026-02-21,voluntary,competitor_fiber,95590,0
C0008851,2026-03-23,voluntary,competitor_fiber,67946,1
C0002150,2026-02-23,relocation,moved_out_of_footprint,50623,0
C0004849,2026-02-07,voluntary,service_quality,39367,1
C0002837,2026-01-15,voluntary,price_too_high,84437,0
C0017146,2026-02-21,non_payment,collections_writeoff,90631,1
C0041973,2026-01-03,non_payment,collections_writeoff,38666,0
C0015226,2026-02-11,non_payment,collections_writeoff,39661,0
C0004941,2026-01-22,non_payment,collections_writeoff,58648,0
C0013462,2026-03-21,voluntary,competitor_fiber,40418,0
C0028948,2026-02-28,voluntary,service_quality,96473,1
C0047904,2026-03-30,voluntary,competitor_fiber,44939,1
C0037995,2026-02-16,voluntary,competitor_fiber,38864,0
C0016551,2026-01-12,non_payment,collections_writeoff,14644,0
C0046695,2026-02-25,non_payment,collections_writeoff,50682,1
C0018278,2026-01-14,voluntary,moved_to_competitor_5g,99196,0
C0033090,2026-02-01,voluntary,moved_to_competitor_5g,40418,0
C0015091,2026-02-25,non_payment,collections_writeoff,20239,0
C0018829,2026-03-17,voluntary,service_quality,78299,0
C0015783,2026-02-21,voluntary,moved_to_competitor_5g,54807,1
C0041174,2026-03-09,non_payment,collections_writeoff,54807,1
C0006255,2026-01-11,non_payment,collections_writeoff,70317,0
C0037830,2026-02-20,non_payment,collections_writeoff,64745,0
C0002337,2026-02-09,voluntary,competitor_fiber,39367,1
C0012183,2026-02-13,non_payment,collections_writeoff,21797,0
C0048824,2026-01-29,non_payment,collections_writeoff,21931,1
C0046993,2026-02-12,non_payment,collections_writeoff,54744,0
C0032015,2026-01-22,voluntary,competitor_fiber,70548,0
C0002775,2026-01-10,voluntary,price_too_high,70548,0
C0029204,2026-03-07,voluntary,moved_to_competitor_5g,57943,1
C0024879,2026-03-23,involuntary,deceased,91235,0
C0033489,2026-01-15,voluntary,price_too_high,21437,1
C0018896,2026-03-09,non_payment,collections_writeoff,77328,0
C0038172,2026-03-07,voluntary,competitor_fiber,99034,1
C0007230,2026-01-25,relocation,moved_out_of_footprint,46443,0
C0029710,2026-02-14,voluntary,service_quality,92139,1
C0006286,2026-02-14,non_payment,collections_writeoff,55443,0
C0026954,2026-03-24,voluntary,service_quality,71568,1
C0037516,2026-01-19,voluntary,competitor_fiber,39367,1
C0036490,2026-01-31,voluntary,moved_to_competitor_5g,27636,1
C0027822,2026-01-14,non_payment,collections_writeoff,81021,0
C0021711,2026-01-19,non_payment,collections_writeoff,44517,0
C0026692,2026-02-02,involuntary,deceased,36218,0
C0045417,2026-01-26,non_payment,collections_writeoff,99082,1
C0040657,2026-01-23,non_payment,collections_writeoff,38666,0
C0031522,2026-03-19,voluntary,price_too_high,81963,0
C0034534,2026-01-20,non_payment,collections_writeoff,42052,0
C0024772,2026-03-25,non_payment,collections_writeoff,80959,0
C0024907,2026-01-10,voluntary,competitor_fiber,21797,0
C0016573,2026-01-23,non_payment,collections_writeoff,95846,0
C0028539,2026-03-22,non_payment,collections_writeoff,90631,1
C0002121,2026-03-05,voluntary,price_too_high,79069,0
C0011815,2026-03-01,voluntary,competitor_fiber,61397,1
C0030146,2026-03-14,voluntary,competitor_fiber,18775,0
C0047402,2026-03-16,non_payment,collections_writeoff,36136,0
C0028343,2026-02-27,non_payment,collections_writeoff,20943,1
C0000700,2026-03-29,non_payment,collections_writeoff,92391,1
C0034637,2026-03-14,voluntary,price_too_high,71226,0
C0027278,2026-03-24,voluntary,competitor_fiber,95846,0
C0024797,2026-03-23,non_payment,collections_writeoff,54807,1
C0028537,2026-03-21,non_payment,collections_writeoff,65058,0
C0034496,2026-02-11,non_payment,collections_writeoff,32658,0
C0018253,2026-03-22,voluntary,competitor_fiber,59214,1
C0022209,2026-02-10,non_payment,collections_writeoff,69330,0
C0038906,2026-01-20,involuntary,terms_violation,54807,1
C0013238,2026-02-26,voluntary,service_quality,57943,1
C0044007,2026-01-09,non_payment,collections_writeoff,92139,1
C0029677,2026-03-02,voluntary,price_too_high,61397,1
C0039695,2026-02-26,voluntary,competitor_fiber,54807,1
C0037295,2026-03-22,voluntary,price_too_high,37608,1
C0045548,2026-02-08,voluntary,price_too_high,32768,1
C0011162,2026-02-05,voluntary,price_too_high,96473,1
C0033867,2026-03-17,voluntary,competitor_fiber,41092,0
C0002125,2026-01-08,voluntary,price_too_high,67946,1
C0011738,2026-02-15,involuntary,deceased,22726,1
C0025846,2026-03-06,non_payment,collections_writeoff,21931,1
C0003526,2026-01-10,non_payment,collections_writeoff,26270,0
C0044513,2026-02-09,involuntary,terms_violation,81963,0
C0018805,2026-03-01,non_payment,collections_writeoff,84147,1
C0026021,2026-02-27,non_payment,collections_writeoff,99820,1
C0028996,2026-01-05,non_payment,collections_writeoff,35401,1
C0021151,2026-01-08,non_payment,collections_writeoff,39262,0
C0034076,2026-02-17,voluntary,moved_to_competitor_5g,44145,0
C0007768,2026-02-06,non_payment,collections_writeoff,25464,1
C0030542,2026-01-10,relocation,moved_out_of_footprint,99179,0
C0026223,2026-03-24,non_payment,collections_writeoff,49226,0
C0022815,2026-01-12,voluntary,price_too_high,70434,0
C0028272,2026-03-20,voluntary,competitor_fiber,64810,1
C0035425,2026-03-18,involuntary,deceased,80363,1
C0002071,2026-03-06,voluntary,service_quality,82954,0
C0036506,2026-02-19,non_payment,collections_writeoff,14200,0
C0036969,2026-03-01,voluntary,service_quality,20366,1
C0042694,2026-03-16,non_payment,collections_writeoff,82563,0
C0020123,2026-03-12,non_payment,collections_writeoff,33823,0
C0034511,2026-01-06,non_payment,collections_writeoff,57943,1
C0020511,2026-02-27,non_payment,collections_writeoff,61397,1
C0014222,2026-03-15,non_payment,collections_writeoff,85846,1
C0039772,2026-03-25,non_payment,collections_writeoff,17727,1
C0045166,2026-01-25,voluntary,competitor_fiber,54744,0
C0013435,2026-02-11,voluntary,competitor_fiber,20943,1
C0031989,2026-03-19,voluntary,service_quality,23944,1
C0040183,2026-03-02,voluntary,competitor_fiber,82951,1
C0047954,2026-03-06,non_payment,collections_writeoff,44145,0
C0044917,2026-01-20,involuntary,fraud,25352,0
C0045898,2026-01-08,voluntary,competitor_fiber,38047,1
C0006528,2026-02-27,non_payment,collections_writeoff,91235,0
C0040547,2026-01-14,voluntary,competitor_fiber,74546,1
C0029050,2026-02-13,voluntary,competitor_fiber,70755,1
C0005033,2026-01-11,voluntary,competitor_fiber,57943,1
C0037950,2026-03-06,voluntary,price_too_high,21747,1
C0024668,2026-03-24,voluntary,competitor_fiber,11967,0
C0009184,2026-01-23,non_payment,collections_writeoff,22726,1
C0028100,2026-01-06,voluntary,service_quality,32768,1
C0032366,2026-02-01,voluntary,service_quality,13234,0
C0006310,2026-02-26,non_payment,collections_writeoff,74546,1
C0004606,2026-02-26,voluntary,competitor_fiber,34200,1
C0043336,2026-03-09,relocation,moved_out_of_footprint,69374,0
C0048618,2026-03-08,voluntary,moved_to_competitor_5g,90631,1
C0005373,2026-03-20,voluntary,moved_to_competitor_5g,92139,1
C0013955,2026-01-21,voluntary,service_quality,70968,1
C0029961,2026-02-16,non_payment,collections_writeoff,58060,1
C0034728,2026-02-17,voluntary,price_too_high,99034,1
C0020746,2026-02-06,non_payment,collections_writeoff,78299,0
C0003153,2026-02-19,non_payment,collections_writeoff,71061,1
C0038473,2026-02-22,voluntary,service_quality,71061,1
C0027953,2026-02-13,non_payment,collections_writeoff,91235,0
C0001458,2026-03-28,involuntary,deceased,50623,0
C0028292,2026-03-18,non_payment,collections_writeoff,22726,1
C0003290,2026-01-07,voluntary,price_too_high,74521,0
C0021131,2026-03-22,involuntary,deceased,90971,1
C0006558,2026-03-24,voluntary,price_too_high,71061,1
C0040706,2026-02-12,voluntary,moved_to_competitor_5g,84147,1
C0022253,2026-01-09,voluntary,competitor_fiber,72904,0
C0031664,2026-02-12,voluntary,price_too_high,82563,0
C0030512,2026-01-13,non_payment,collections_writeoff,37608,1
C0008547,2026-03-13,non_payment,collections_writeoff,58060,1
C0024498,2026-03-28,voluntary,service_quality,67946,1
C0004937,2026-02-19,relocation,moved_out_of_footprint,72904,0
C0023626,2026-02-06,voluntary,service_quality,53384,1
C0010244,2026-02-02,voluntary,competitor_fiber,34725,1
C0007149,2026-03-26,non_payment,collections_writeoff,44535,1
C0002568,2026-03-19,non_payment,collections_writeoff,14646,0
C0006027,2026-01-20,voluntary,price_too_high,20239,0
C0048211,2026-02-12,voluntary,service_quality,58915,1
C0027857,2026-01-11,voluntary,moved_to_competitor_5g,59214,1
C0037122,2026-03-16,relocation,moved_out_of_footprint,31609,0
C0017224,2026-03-26,voluntary,moved_to_competitor_5g,49965,1
C0029423,2026-01-19,non_payment,collections_writeoff,76290,0
C0019018,2026-02-14,non_payment,collections_writeoff,76290,0
C0024665,2026-02-09,voluntary,competitor_fiber,12914,1
C0016469,2026-03-25,voluntary,service_quality,32768,1
C0028509,2026-03-31,non_payment,collections_writeoff,20239,0
C0032181,2026-03-26,non_payment,collections_writeoff,82563,0
C0008248,2026-02-20,non_payment,collections_writeoff,67946,1
C0044789,2026-01-17,voluntary,price_too_high,71568,1
C0020918,2026-03-18,voluntary,competitor_fiber,69330,0
C0041038,2026-01-11,non_payment,collections_writeoff,81299,0
C0017481,2026-02-09,voluntary,service_quality,32768,1
C0000201,2026-03-13,non_payment,collections_writeoff,94681,1
C0013188,2026-02-18,non_payment,collections_writeoff,98436,1
C0041808,2026-03-24,involuntary,deceased,70317,0
C0034913,2026-02-12,relocation,moved_out_of_footprint,82951,1
C0022063,2026-01-17,non_payment,collections_writeoff,43102,1
C0034840,2026-03-27,non_payment,collections_writeoff,71413,0
C0047620,2026-03-31,relocation,moved_out_of_footprint,49965,1
C0012608,2026-03-29,non_payment,collections_writeoff,78102,0
C0017779,2026-03-09,non_payment,collections_writeoff,71228,0
C0012997,2026-01-12,non_payment,collections_writeoff,42290,1
C0024477,2026-03-24,non_payment,collections_writeoff,78102,0
C0024691,2026-03-27,voluntary,competitor_fiber,63905,1
C0028534,2026-02-24,involuntary,terms_violation,38047,1
C0012274,2026-03-07,non_payment,collections_writeoff,84155,0
C0036331,2026-02-16,voluntary,competitor_fiber,33823,0
C0017494,2026-01-03,voluntary,competitor_fiber,23944,1
C0008848,2026-02-16,non_payment,collections_writeoff,36136,0
C0048950,2026-02-09,voluntary,price_too_high,36872,1
C0020711,2026-01-24,non_payment,collections_writeoff,36872,1
C0015810,2026-01-28,voluntary,moved_to_competitor_5g,32768,1
C0037316,2026-02-13,non_payment,collections_writeoff,20943,1
C0036554,2026-03-04,voluntary,competitor_fiber,23801,0
C0035817,2026-01-25,voluntary,competitor_fiber,21931,1
C0027658,2026-01-29,involuntary,terms_violation,64745,0
C0045936,2026-01-18,non_payment,collections_writeoff,36218,0
C0030523,2026-01-20,voluntary,price_too_high,41092,0
C0041935,2026-01-10,non_payment,collections_writeoff,79069,0
C0002455,2026-02-07,non_payment,collections_writeoff,91235,0
C0013284,2026-01-13,non_payment,collections_writeoff,82345,0
C0001400,2026-03-06,non_payment,collections_writeoff,70548,0
C0043167,2026-03-11,involuntary,fraud,57668,1
C0020079,2026-03-09,non_payment,collections_writeoff,70755,1
C0011534,2026-01-05,relocation,moved_out_of_footprint,14646,0
C0029864,2026-03-26,non_payment,collections_writeoff,44939,1
C0001556,2026-02-13,voluntary,service_quality,77889,1
C0003626,2026-03-21,involuntary,deceased,26899,1
C0048967,2026-01-17,voluntary,moved_to_competitor_5g,98559,1
C0006203,2026-03-18,voluntary,service_quality,36970,0
C0026674,2026-02-18,involuntary,terms_violation,49756,0
C0027024,2026-01-20,non_payment,collections_writeoff,84147,1
C0026011,2026-01-21,voluntary,competitor_fiber,55443,0
C0045956,2026-01-24,non_payment,collections_writeoff,85422,0
C0015470,2026-03-30,involuntary,terms_violation,42052,0
C0037922,2026-03-21,non_payment,collections_writeoff,72611,1
C0009964,2026-01-22,voluntary,competitor_fiber,12914,1
C0034424,2026-02-26,voluntary,service_quality,38113,0
C0031099,2026-01-06,voluntary,price_too_high,81963,0
C0015603,2026-02-22,relocation,moved_out_of_footprint,33314,0
C0020540,2026-02-16,voluntary,competitor_fiber,82345,0
C0011272,2026-03-28,non_payment,collections_writeoff,66911,1
C0049046,2026-01-31,voluntary,price_too_high,41592,0
C0014288,2026-02-26,voluntary,competitor_fiber,70755,1
C0011923,2026-03-20,voluntary,price_too_high,59197,1
C0020300,2026-02-06,non_payment,collections_writeoff,98436,1
C0020913,2026-02-27,voluntary,service_quality,44939,1
C0027730,2026-01-30,non_payment,collections_writeoff,14646,0
C0037465,2026-03-10,voluntary,competitor_fiber,66911,1
C0010274,2026-01-31,voluntary,competitor_fiber,25464,1
C0020742,2026-02-09,involuntary,terms_violation,11967,0
C0020224,2026-03-02,voluntary,service_quality,67946,1
C0018202,2026-01-25,involuntary,terms_violation,63870,0
C0023790,2026-02-17,voluntary,price_too_high,67946,1
C0047510,2026-03-28,non_payment,collections_writeoff,44918,0
C0046903,2026-03-15,involuntary,terms_violation,71228,0
C0024101,2026-02-26,involuntary,terms_violation,82951,1
C0006383,2026-03-01,non_payment,collections_writeoff,72904,0
C0015755,2026-02-06,non_payment,collections_writeoff,42290,1
C0002282,2026-02-18,voluntary,competitor_fiber,21747,1
C0031980,2026-03-06,non_payment,collections_writeoff,64745,0
C0029850,2026-03-09,non_payment,collections_writeoff,16607,0
C0010257,2026-02-23,non_payment,collections_writeoff,82565,1
C0029855,2026-01-21,voluntary,service_quality,22726,1
C0032332,2026-01-26,non_payment,collections_writeoff,21797,0
C0007030,2026-03-19,non_payment,collections_writeoff,84185,0
C0025459,2026-01-18,voluntary,competitor_fiber,33693,1
C0033222,2026-02-02,voluntary,competitor_fiber,77889,1
C0019720,2026-01-07,voluntary,competitor_fiber,36136,0
C0026468,2026-03-24,non_payment,collections_writeoff,77889,1
C0048981,2026-03-03,non_payment,collections_writeoff,84147,1
C0002424,2026-02-17,voluntary,price_too_high,21864,1
C0022203,2026-03-12,non_payment,collections_writeoff,84155,0
C0042234,2026-01-14,voluntary,competitor_fiber,17727,1
C0006570,2026-03-08,voluntary,service_quality,12914,1
C0022176,2026-01-16,non_payment,collections_writeoff,33314,0
C0030874,2026-02-06,involuntary,fraud,71226,0
C0041767,2026-01-11,non_payment,collections_writeoff,63870,0
C0034721,2026-01-21,voluntary,price_too_high,50859,1
C0010509,2026-02-04,voluntary,competitor_fiber,81299,0
C0032426,2026-02-27,non_payment,collections_writeoff,10348,1
C0014497,2026-03-07,non_payment,collections_writeoff,38022,1
C0019284,2026-01-19,non_payment,collections_writeoff,26270,0
C0002997,2026-02-25,voluntary,service_quality,71568,1
C0026839,2026-01-12,voluntary,price_too_high,42290,1
C0004245,2026-01-29,voluntary,service_quality,20366,1
C0036433,2026-02-27,voluntary,service_quality,98559,1
C0042016,2026-02-14,relocation,moved_out_of_footprint,67946,1
C0026296,2026-01-04,non_payment,collections_writeoff,71061,1
C0036275,2026-02-23,non_payment,collections_writeoff,44535,1
C0039821,2026-01-07,non_payment,collections_writeoff,96434,0
C0012065,2026-02-20,voluntary,moved_to_competitor_5g,94492,0
C0037773,2026-03-06,non_payment,collections_writeoff,26899,1
C0020470,2026-02-17,voluntary,moved_to_competitor_5g,23944,1
C0042545,2026-01-31,voluntary,service_quality,43481,0
C0008526,2026-02-19,relocation,moved_out_of_footprint,49849,0
C0033693,2026-01-11,non_payment,collections_writeoff,71228,0
C0020933,2026-02-17,voluntary,competitor_fiber,33314,0
C0008750,2026-01-29,voluntary,price_too_high,89248,0
C0042111,2026-01-04,voluntary,competitor_fiber,70755,1
C0038865,2026-02-10,involuntary,fraud,67946,1
C0021469,2026-01-13,involuntary,deceased,71228,0
C0023739,2026-03-25,non_payment,collections_writeoff,31609,0
C0037392,2026-02-12,voluntary,price_too_high,38666,0
C0034166,2026-01-19,non_payment,collections_writeoff,95590,0
C0021404,2026-01-18,non_payment,collections_writeoff,36970,0
C0025789,2026-01-05,involuntary,fraud,58648,0
C0018463,2026-02-06,non_payment,collections_writeoff,45413,0
C0014712,2026-03-02,voluntary,competitor_fiber,20943,1
C0030423,2026-03-31,voluntary,competitor_fiber,82951,1
C0038823,2026-01-18,non_payment,collections_writeoff,59214,1
C0005832,2026-03-02,voluntary,service_quality,72904,0
C0030306,2026-02-27,involuntary,fraud,85422,0
C0031029,2026-03-20,voluntary,competitor_fiber,78102,0
C0013046,2026-01-01,voluntary,moved_to_competitor_5g,99082,1
C0007305,2026-01-11,voluntary,competitor_fiber,94681,1
C0046285,2026-01-03,voluntary,price_too_high,98559,1
C0003011,2026-02-02,non_payment,collections_writeoff,36970,0
C0000926,2026-01-28,involuntary,deceased,57668,1
C0021668,2026-01-20,non_payment,collections_writeoff,39367,1
C0028519,2026-03-12,relocation,moved_out_of_footprint,10348,1
C0044146,2026-03-19,voluntary,competitor_fiber,38666,0
C0016664,2026-03-09,voluntary,service_quality,84338,1
C0025166,2026-02-24,voluntary,service_quality,50859,1
C0012676,2026-01-15,non_payment,collections_writeoff,39367,1
C0048919,2026-02-06,involuntary,terms_violation,81021,0
C0034826,2026-01-31,non_payment,collections_writeoff,21797,0
C0027941,2026-02-08,non_payment,collections_writeoff,20239,0
C0025251,2026-01-16,voluntary,price_too_high,99179,0
C0018545,2026-01-07,voluntary,price_too_high,33823,0
C0003156,2026-01-31,non_payment,collections_writeoff,82563,0
C0010954,2026-02-23,non_payment,collections_writeoff,44517,0
C0001987,2026-03-23,voluntary,service_quality,89248,0
