customer_id,call_date,queue,handle_time_min,is_repeat_7d
C0033861,2026-03-13,Billing,12.1,0
C0022430,2026-01-13,Billing,5.4,0
C0023007,2026-02-14,Technical_Support,18.5,0
C0011607,2025-12-12,Mobile_Support,7.8,1
C0031060,2025-10-19,Sales,21.8,1
C0024563,2025-12-09,Sales,16.5,0
C0011143,2025-12-23,Retention,16.4,0
C0005660,2026-01-08,Retention,14.3,1
C0011500,2025-11-17,Billing,11.7,0
C0049316,2025-10-27,Billing,6.7,1
C0040114,2026-01-15,Billing,8.0,0
C0013677,2025-10-15,Technical_Support,9.1,0
C0034165,2025-12-21,Technical_Support,10.3,1
C0012179,2025-11-14,Retention,25.6,1
C0048535,2026-01-15,Sales,8.6,0
C0015118,2025-10-07,Billing,6.0,0
C0045010,2026-03-02,Sales,8.9,0
C0049395,2026-03-11,Billing,9.9,0
C0032929,2026-01-05,Technical_Support,15.4,0
C0034496,2025-12-30,General_Inquiry,5.9,0
C0009584,2026-01-21,General_Inquiry,9.4,1
C0043742,2026-02-21,Billing,5.5,0
C0001708,2026-01-23,Technical_Support,13.4,0
C0000539,2025-12-31,Billing,9.5,0
C0007031,2025-10-27,Technical_Support,11.3,0
C0035757,2026-03-12,Technical_Support,18.2,1
C0019985,2026-01-18,Billing,10.0,0
C0017108,2025-10-09,Technical_Support,8.2,1
C0024611,2025-10-21,Mobile_Support,10.2,0
C0025525,2026-01-07,Technical_Support,16.4,1
C0033228,2025-11-12,Retention,15.1,1
C0037345,2026-03-14,Technical_Support,21.8,1
C0037842,2026-02-09,General_Inquiry,7.7,1
C0036375,2025-10-19,General_Inquiry,10.8,0
C0045364,2026-02-16,General_Inquiry,11.6,1
C0033303,2025-11-23,Technical_Support,12.0,1
C0026728,2026-03-09,General_Inquiry,5.9,1
C0028037,2025-10-09,Mobile_Support,14.6,1
C0030863,2026-01-05,Sales,12.6,0
C0030048,2025-10-03,Sales,1.0,0
C0011779,2026-02-14,General_Inquiry,9.2,1
C0008054,2025-10-31,Billing,10.6,1
C0011101,2025-12-09,Technical_Support,22.0,1
C0047893,2025-12-05,Billing,6.4,1
C0034222,2025-12-13,General_Inquiry,7.8,1
C0003475,2026-01-16,Billing,10.4,0
C0006206,2026-01-16,Technical_Support,4.6,1
C0038958,2026-01-22,General_Inquiry,6.6,0
C0026770,2026-01-14,Technical_Support,9.2,1
C0038285,2026-01-23,Billing,5.1,0
C0022925,2025-11-14,Sales,7.5,0
C0036767,2026-01-03,Sales,14.6,0
C0017667,2025-10-25,Sales,11.4,0
C0016852,2026-01-30,Billing,7.0,0
C0027111,2026-01-11,Retention,27.5,0
C0012468,2025-12-21,Billing,6.9,0
C0002474,2026-03-21,Mobile_Support,4.4,1
C0037078,2025-11-10,Billing,5.9,0
C0002475,2025-10-01,Sales,15.8,0
C0042951,2025-10-23,General_Inquiry,8.7,0
C0014591,2026-03-24,General_Inquiry,10.9,0
C0013334,2025-12-09,Billing,9.2,1
C0003351,2025-11-18,Technical_Support,10.5,0
C0046377,2025-11-25,Billing,7.3,1
C0041442,2025-11-13,Technical_Support,9.0,0
C0040115,2026-03-12,General_Inquiry,9.9,1
C0022497,2026-03-03,Retention,1.0,0
C0010745,2026-02-09,Technical_Support,14.6,0
C0014613,2025-10-16,Sales,11.8,1
C0018257,2026-01-05,Technical_Support,17.7,1
C0044570,2025-11-08,Billing,9.6,0
C0022024,2026-03-16,Sales,13.0,0
C0046378,2026-01-19,Sales,12.1,1
C0031115,2025-11-07,Sales,6.4,1
C0019292,2026-03-26,General_Inquiry,7.0,0
C0010289,2026-01-26,Technical_Support,18.0,0
C0021359,2025-10-29,Billing,7.2,1
C0033179,2026-01-26,Technical_Support,16.3,0
C0002963,2025-10-21,Retention,15.6,0
C0038583,2026-03-30,Retention,20.0,1
C0036596,2026-02-16,General_Inquiry,7.5,1
C0012175,2025-11-05,General_Inquiry,4.5,0
C0017321,2025-10-11,Technical_Support,16.1,1
C0038728,2025-11-13,Retention,31.9,0
C0033717,2026-03-12,Mobile_Support,19.4,1
C0004838,2026-03-24,Sales,15.6,0
C0007005,2026-01-27,General_Inquiry,10.5,0
C0033045,2025-12-18,Technical_Support,16.4,1
C0016182,2026-03-12,Sales,16.7,0
C0010420,2026-03-02,Billing,4.5,0
C0039574,2025-10-06,General_Inquiry,5.9,0
C0045420,2026-03-23,Billing,9.3,0
C0039097,2026-02-09,Billing,8.5,1
C0024266,2026-03-18,Billing,9.2,1
C0036651,2026-02-07,General_Inquiry,9.7,1
C0002300,2026-03-19,Billing,7.6,0
C0005506,2025-12-13,Billing,12.2,0
C0018799,2025-10-25,General_Inquiry,3.5,1
C0011560,2026-03-11,General_Inquiry,8.6,1
C0031608,2026-02-04,General_Inquiry,4.3,0
C0018218,2025-12-22,General_Inquiry,10.0,0
C0020752,2026-01-31,Technical_Support,5.7,0
C0015767,2025-12-04,Technical_Support,18.0,1
C0012512,2026-02-13,Technical_Support,12.0,1
C0036180,2025-12-25,Technical_Support,5.4,0
C0015100,2026-03-24,Billing,4.3,0
C0013719,2025-11-15,Sales,15.7,0
C0032698,2025-12-28,Retention,10.9,1
C0009319,2026-02-25,Technical_Support,12.1,1
C0023186,2026-03-06,General_Inquiry,8.9,1
C0030532,2025-11-22,Billing,6.4,1
C0030101,2026-02-19,Billing,16.2,1
C0043749,2026-03-01,Retention,22.2,0
C0026799,2026-01-31,Billing,10.4,0
C0037640,2026-03-27,General_Inquiry,10.8,0
C0006307,2025-11-21,Billing,5.6,0
C0006008,2026-01-28,Retention,9.0,0
C0023938,2025-11-16,Technical_Support,9.5,1
C0022703,2026-03-23,Billing,11.6,1
C0013049,2026-02-02,Technical_Support,11.0,1
C0032012,2026-02-28,General_Inquiry,3.4,1
C0022088,2026-01-29,Billing,4.9,0
C0000215,2026-03-27,Billing,6.8,1
C0020666,2025-10-21,Technical_Support,10.7,0
C0007669,2026-02-21,Retention,10.1,1
C0025550,2026-01-03,Billing,10.8,0
C0008716,2025-12-17,Technical_Support,6.4,1
C0011092,2025-10-24,Technical_Support,6.4,0
C0021677,2026-03-11,Sales,13.2,0
C0030613,2025-10-31,Technical_Support,8.2,1
C0011329,2025-12-22,Sales,8.1,0
C0034847,2026-02-04,Mobile_Support,9.2,0
C0000708,2026-01-26,General_Inquiry,11.1,0
C0029474,2025-10-17,Sales,6.1,1
C0014681,2026-01-20,Retention,20.6,0
C0048693,2025-10-05,Billing,10.6,0
C0002091,2025-10-19,General_Inquiry,11.6,0
C0041213,2025-12-24,Billing,6.9,1
C0009941,2026-01-03,Billing,5.7,1
C0045440,2026-02-04,Billing,4.9,1
C0017501,2026-03-11,General_Inquiry,5.5,0
C0041770,2025-11-16,Retention,16.0,0
C0019029,2026-03-28,General_Inquiry,9.1,0
C0000541,2025-10-02,General_Inquiry,4.3,0
C0011345,2025-12-01,Technical_Support,18.8,0
C0005385,2025-10-03,General_Inquiry,5.5,0
C0030062,2025-10-03,Billing,7.3,1
C0006817,2025-10-21,General_Inquiry,7.1,0
C0036410,2026-02-03,Billing,1.8,1
C0033144,2026-01-17,Billing,4.8,0
C0035921,2026-03-29,Retention,19.9,1
C0019049,2026-01-19,Mobile_Support,7.2,0
C0023299,2025-12-14,Billing,6.4,0
C0031073,2025-11-01,Sales,18.3,0
C0001909,2025-10-15,Retention,7.7,1
C0034093,2026-03-19,Sales,8.2,0
C0009343,2025-11-05,Billing,8.7,0
C0047309,2026-03-12,Retention,15.1,0
C0001723,2025-11-12,Billing,6.1,0
C0005887,2026-01-22,Sales,8.5,0
C0012668,2025-12-17,Mobile_Support,8.2,0
C0048598,2025-11-17,Mobile_Support,9.9,1
C0039234,2025-10-07,General_Inquiry,9.1,0
C0013763,2025-10-10,Technical_Support,16.8,0
C0013450,2026-03-13,Technical_Support,10.3,1
C0004018,2025-12-25,Sales,11.6,0
C0032985,2026-02-20,Mobile_Support,9.6,0
C0029666,2026-03-21,Billing,6.6,0
C0048518,2025-12-16,Billing,2.4,0
C0011860,2026-01-08,Billing,6.6,1
C0005376,2025-10-09,Billing,12.6,0
C0046377,2026-01-27,Technical_Support,6.0,1
C0042253,2026-01-14,Technical_Support,10.6,0
C0014399,2025-12-10,Billing,2.6,0
C0018998,2025-11-05,Billing,10.2,0
C0029875,2025-11-13,Billing,9.7,1
C0004897,2026-03-31,Technical_Support,18.0,1
C0040380,2026-01-31,Billing,7.4,1
C0035443,2026-02-17,Billing,7.3,0
C0005625,2026-03-20,General_Inquiry,11.6,1
C0040689,2026-01-09,Technical_Support,6.8,1
C0008837,2026-02-08,Technical_Support,1.0,1
C0001969,2025-10-09,Billing,2.0,1
C0049786,2025-11-04,Technical_Support,11.4,1
C0026486,2025-12-24,Technical_Support,17.0,1
C0020321,2025-10-17,General_Inquiry,3.6,0
C0034848,2026-02-27,Technical_Support,8.4,0
C0010724,2025-11-10,General_Inquiry,6.0,1
C0020080,2026-03-13,Technical_Support,18.2,0
C0034438,2026-01-04,Technical_Support,14.4,1
C0044446,2026-02-10,Billing,9.3,1
C0012648,2025-10-01,Mobile_Support,12.8,1
C0018870,2026-02-03,Billing,10.9,1
C0032339,2026-01-27,Technical_Support,19.7,0
C0021142,2026-01-05,Technical_Support,16.7,1
C0004233,2025-12-08,Billing,8.9,1
C0011732,2026-03-24,Mobile_Support,17.0,0
C0026721,2026-03-05,General_Inquiry,5.9,0
C0033919,2025-10-21,General_Inquiry,4.8,0
C0042368,2026-02-02,Technical_Support,12.9,0
C0023954,2026-02-12,Sales,10.1,0
C0012364,2025-11-17,Retention,17.8,1
C0036804,2025-12-08,Technical_Support,18.9,0
C0017423,2025-11-15,Billing,12.8,1
C0049536,2025-10-26,Retention,14.6,0
C0027761,2026-01-08,General_Inquiry,10.5,0
C0040851,2025-11-10,Technical_Support,9.1,1
C0023916,2026-03-05,Billing,10.8,0
C0010783,2025-10-21,Billing,2.7,0
C0027448,2025-11-19,General_Inquiry,10.4,0
C0027507,2026-03-21,General_Inquiry,11.5,0
C0007876,2026-03-09,General_Inquiry,6.0,1
C0016003,2026-03-29,Billing,9.1,1
C0020123,2026-01-02,General_Inquiry,7.4,1
C0043520,2026-01-05,Mobile_Support,14.9,1
C0009224,2025-11-19,Technical_Support,5.9,1
C0015846,2026-02-12,General_Inquiry,10.1,0
C0005939,2025-10-24,Billing,5.0,1
C0014336,2026-03-27,Technical_Support,20.0,0
C0012405,2025-11-05,Technical_Support,14.4,1
C0012450,2025-11-11,Billing,8.8,1
C0008662,2026-03-18,Billing,10.2,0
C0018471,2025-11-24,Sales,16.6,0
C0029720,2025-12-10,Billing,9.1,0
C0044443,2026-01-15,Billing,8.7,0
C0017951,2026-01-05,Sales,10.1,0
C0006351,2025-10-16,Billing,10.4,0
C0023325,2025-10-07,General_Inquiry,10.7,0
C0010907,2026-01-31,Retention,22.9,1
C0045721,2025-10-06,General_Inquiry,7.5,0
C0040038,2025-10-03,Sales,10.4,0
C0049299,2025-12-27,Mobile_Support,8.4,0
C0042480,2025-10-31,Technical_Support,8.2,0
C0017378,2026-03-03,General_Inquiry,5.6,0
C0049653,2025-10-20,Technical_Support,11.4,0
C0032439,2026-03-18,Sales,3.7,1
C0034154,2025-11-13,Sales,11.1,0
C0000579,2026-01-21,Mobile_Support,13.3,1
C0046843,2025-10-03,Billing,2.6,1
C0049499,2026-03-13,Sales,10.4,0
C0026630,2025-11-17,Billing,8.3,1
C0034645,2026-03-17,Billing,10.5,0
C0040741,2025-10-16,Billing,6.2,1
C0009376,2026-03-21,Technical_Support,8.0,0
C0030017,2026-02-08,Billing,7.2,1
C0015229,2025-12-11,Technical_Support,13.8,1
C0000507,2025-12-08,Technical_Support,26.5,1
C0024577,2026-03-19,Billing,9.3,1
C0010020,2026-03-30,Technical_Support,8.4,1
C0004198,2025-10-20,Billing,3.8,0
C0011950,2025-12-26,Mobile_Support,2.6,1
C0001708,2025-11-08,Billing,8.5,1
C0018216,2026-02-25,Billing,9.2,0
C0014639,2026-03-24,Technical_Support,19.0,1
C0009491,2025-11-08,Billing,3.9,0
C0010131,2025-12-06,Billing,3.8,0
C0011136,2025-12-04,Billing,8.2,0
C0006195,2025-12-23,Mobile_Support,20.5,1
C0045068,2025-12-01,Billing,4.1,0
C0031655,2025-12-24,Retention,32.4,1
C0036077,2026-01-04,Retention,10.6,0
C0008757,2025-11-19,Billing,6.5,1
C0028231,2026-03-05,Sales,9.5,0
C0036789,2025-12-05,Technical_Support,11.0,1
C0013583,2026-01-17,Billing,5.9,0
C0026437,2026-01-30,Sales,8.1,0
C0047901,2025-11-02,Billing,11.6,1
C0009997,2025-10-09,Billing,6.7,1
C0023077,2025-12-31,Technical_Support,16.9,1
C0007741,2026-02-06,Technical_Support,15.3,1
C0023557,2026-01-19,Technical_Support,14.0,0
C0008710,2025-12-04,General_Inquiry,6.1,0
C0022555,2026-02-01,General_Inquiry,8.8,1
C0022732,2025-10-31,Sales,8.0,0
C0011651,2026-01-02,Sales,9.9,0
C0049380,2026-03-24,Sales,7.3,0
C0029144,2025-12-19,General_Inquiry,7.9,1
C0036920,2026-02-14,General_Inquiry,7.7,0
C0009499,2025-12-22,Billing,6.9,0
C0025149,2025-12-06,Technical_Support,24.6,0
C0022255,2025-11-18,Billing,2.7,1
C0002618,2025-12-29,Technical_Support,14.9,1
C0002811,2025-10-29,Technical_Support,23.6,0
C0005277,2026-01-26,Retention,15.7,0
C0031353,2026-02-08,General_Inquiry,10.2,0
C0042603,2025-12-18,Billing,11.4,1
C0023049,2026-02-03,Technical_Support,12.1,1
C0009359,2025-12-31,Technical_Support,15.7,0
C0030215,2025-10-22,General_Inquiry,12.4,0
C0013707,2025-10-25,General_Inquiry,8.6,0
C0047275,2025-12-03,Billing,8.9,0
C0032100,2026-01-04,General_Inquiry,10.8,0
C0015538,2025-11-22,Technical_Support,20.7,1
C0003897,2025-10-06,Retention,15.1,1
C0045996,2025-12-31,Billing,9.5,0
C0021647,2026-02-20,Billing,5.0,1
C0008887,2025-12-13,Retention,7.1,0
C0029003,2025-12-23,Billing,9.5,1
C0045008,2025-12-22,Retention,21.1,0
C0008767,2026-03-25,Mobile_Support,6.9,0
C0028897,2025-10-17,General_Inquiry,5.0,1
C0043771,2026-02-08,Sales,9.8,0
C0040396,2025-10-01,Billing,8.6,1
C0006210,2026-03-13,Billing,8.4,0
C0005625,2026-02-02,Technical_Support,8.6,1
C0026741,2026-01-10,Mobile_Support,14.2,1
C0042558,2026-01-29,General_Inquiry,5.0,0
C0019401,2026-03-29,Mobile_Support,13.2,1
C0001808,2025-10-25,General_Inquiry,6.9,1
C0007055,2025-11-21,Billing,5.9,1
C0029002,2025-12-27,Sales,12.9,0
C0049278,2025-12-04,General_Inquiry,5.6,0
C0009972,2025-10-30,Billing,4.7,1
C0048709,2025-10-03,Sales,6.1,0
C0013914,2025-10-19,Technical_Support,5.1,1
C0043363,2025-12-22,Mobile_Support,7.5,1
C0021570,2025-10-15,Sales,13.2,0
C0026686,2025-12-19,Technical_Support,12.3,1
C0039900,2026-03-11,Sales,15.3,0
C0000711,2025-12-30,Mobile_Support,8.6,0
C0030486,2025-11-30,Billing,10.4,1
C0031567,2025-12-19,General_Inquiry,6.4,0
C0006232,2026-01-18,Sales,7.6,0
C0012597,2025-11-30,Sales,15.9,0
C0049357,2026-03-01,General_Inquiry,9.1,1
C0020476,2026-02-19,Retention,10.7,0
C0040754,2025-12-09,Technical_Support,11.7,1
C0016358,2025-12-31,Retention,4.5,0
C0040894,2026-02-07,Technical_Support,4.3,0
C0027009,2026-01-16,Mobile_Support,16.8,1
C0040992,2025-11-05,Technical_Support,14.1,0
C0023761,2026-01-01,Retention,11.6,1
C0006810,2026-03-17,General_Inquiry,6.7,0
C0027814,2025-10-13,Billing,6.8,0
C0036636,2026-03-13,Billing,10.2,0
C0037116,2026-02-14,Technical_Support,13.2,0
C0004989,2026-03-16,Sales,8.2,0
C0022197,2026-03-03,Sales,14.5,0
C0013523,2025-11-28,Retention,28.4,1
C0030738,2025-12-25,Technical_Support,20.0,1
C0006359,2025-11-25,Technical_Support,16.6,0
C0005560,2025-12-18,Billing,9.8,0
C0045903,2025-12-30,Technical_Support,13.2,0
C0013835,2026-03-14,Retention,18.0,0
C0026036,2025-12-06,General_Inquiry,9.3,0
C0021649,2026-01-09,Mobile_Support,11.5,0
C0008164,2025-11-09,Sales,5.6,0
C0039757,2026-03-04,Billing,7.8,0
C0030285,2025-11-01,General_Inquiry,3.3,1
C0004889,2025-10-17,Sales,13.4,0
C0020882,2026-01-19,Billing,3.9,0
C0000348,2026-02-10,Billing,12.0,0
C0008167,2025-10-14,Billing,9.7,0
C0021945,2026-03-02,Billing,7.3,0
C0038171,2025-12-16,Technical_Support,16.4,1
C0018469,2026-02-15,Billing,4.2,1
C0013046,2026-03-07,Retention,17.4,0
C0048648,2025-10-01,Billing,10.8,1
C0008787,2025-10-08,Technical_Support,23.7,1
C0021225,2026-02-17,Billing,4.6,0
C0034714,2026-03-21,Sales,6.2,0
C0036236,2026-02-11,Billing,12.2,0
C0007891,2026-03-27,Sales,5.5,1
C0005629,2025-11-18,Retention,8.0,0
C0006791,2026-02-23,Technical_Support,13.3,1
C0025784,2026-03-20,Billing,4.7,1
C0036003,2025-11-18,Billing,3.5,0
C0043773,2026-02-04,Technical_Support,15.4,0
C0019886,2026-02-03,Technical_Support,11.0,0
C0028691,2026-01-04,General_Inquiry,8.9,0
C0041177,2026-01-08,Billing,5.7,0
C0017359,2026-02-25,Technical_Support,18.4,1
C0005560,2025-12-29,Billing,9.8,0
C0019991,2025-12-22,Billing,8.4,1
C0017936,2025-10-25,Sales,7.3,0
C0039715,2025-11-13,Billing,6.9,0
C0015536,2025-12-09,Technical_Support,18.8,1
C0022811,2025-10-13,General_Inquiry,4.2,0
C0007034,2026-03-06,Technical_Support,9.6,1
C0042958,2026-02-12,Technical_Support,6.5,0
C0020264,2025-11-20,Technical_Support,18.9,1
C0000546,2025-10-15,Billing,2.8,0
C0034102,2025-12-24,General_Inquiry,6.8,0
C0010386,2025-12-19,Billing,10.8,0
C0041513,2026-03-01,Billing,7.6,0
C0014250,2026-02-13,Billing,7.1,0
C0012364,2025-11-07,Billing,9.6,1
C0044888,2025-10-27,Mobile_Support,8.7,1
C0027443,2026-01-11,General_Inquiry,8.5,1
C0011725,2026-01-29,Billing,6.0,0
C0042616,2025-12-05,Mobile_Support,11.6,0
C0024933,2026-01-29,Billing,6.9,0
C0029082,2026-02-14,Technical_Support,17.4,1
C0012401,2026-02-18,Billing,6.6,1
C0024416,2025-11-22,Billing,10.2,0
C0004248,2025-10-13,General_Inquiry,3.9,1
C0005146,2025-11-01,Billing,11.2,1
C0012478,2025-10-05,Technical_Support,13.6,0
C0000750,2025-12-03,Billing,7.0,1
C0027518,2025-10-29,Billing,7.4,0
C0049687,2026-02-21,Technical_Support,11.5,1
C0048478,2026-02-06,General_Inquiry,5.3,1
C0045121,2025-11-05,Technical_Support,9.8,0
C0040270,2025-11-01,General_Inquiry,4.3,1
C0036229,2026-01-24,Sales,10.9,0
C0026169,2025-10-28,Billing,6.4,1
C0044633,2025-11-15,Retention,12.8,0
C0037571,2025-11-13,Mobile_Support,14.7,0
C0017912,2025-11-23,Technical_Support,13.6,0
C0031100,2026-01-02,Technical_Support,15.6,0
C0000749,2026-01-01,Billing,5.0,0
C0019500,2025-11-16,Retention,23.2,1
C0045810,2025-10-20,Technical_Support,21.2,0
C0029091,2026-03-08,Mobile_Support,16.9,1
C0014348,2025-11-06,Technical_Support,19.9,0
C0007640,2026-01-28,Billing,8.3,1
C0032500,2026-03-25,Retention,15.9,0
C0027303,2026-03-19,Technical_Support,14.5,1
C0023506,2025-11-28,General_Inquiry,6.0,1
C0033203,2025-12-22,Retention,10.5,1
C0029737,2026-01-25,Billing,7.6,1
C0006658,2025-10-28,Mobile_Support,13.5,1
C0028813,2026-03-03,Retention,23.5,0
C0034739,2026-01-18,Technical_Support,13.6,1
C0040213,2026-01-12,Sales,12.4,0
C0007914,2025-10-18,Billing,9.8,1
C0003654,2025-11-17,Technical_Support,8.8,0
C0028348,2026-01-06,Technical_Support,17.9,0
C0001066,2026-01-16,Sales,8.4,0
C0010599,2026-01-15,Technical_Support,15.1,1
C0006745,2026-03-20,Technical_Support,31.9,0
C0005813,2025-10-02,Billing,7.4,0
C0036023,2025-12-17,Billing,1.0,0
C0006450,2026-01-24,Technical_Support,10.4,1
C0025395,2025-10-20,Billing,9.2,0
C0009155,2026-02-18,General_Inquiry,6.4,1
C0027009,2026-03-20,Billing,5.1,0
C0037014,2025-11-23,Billing,6.3,0
C0032279,2025-12-28,General_Inquiry,4.8,1
C0026352,2025-11-09,Sales,8.6,0
C0010856,2025-10-30,Retention,16.4,0
C0001411,2025-11-25,Billing,10.2,0
C0045351,2025-12-02,Billing,7.3,1
C0019772,2026-03-20,Billing,9.7,0
C0011517,2025-11-27,Sales,8.5,0
C0024225,2026-01-15,Retention,14.7,1
C0019567,2025-11-27,Billing,3.0,0
C0016682,2025-11-11,Sales,4.1,0
C0008594,2026-03-10,Technical_Support,11.5,1
C0046585,2025-12-18,Billing,12.6,1
C0031594,2026-03-16,Sales,4.6,0
C0007274,2025-12-22,General_Inquiry,8.0,0
C0038725,2025-10-12,General_Inquiry,4.7,0
C0020197,2025-11-04,Technical_Support,18.1,1
C0004233,2025-11-22,Retention,17.1,1
C0001175,2026-01-01,Retention,16.1,1
C0038291,2026-01-13,Billing,7.3,0
C0008830,2026-02-14,Billing,6.0,1
C0043923,2026-03-11,Technical_Support,17.0,0
C0042507,2025-12-25,Retention,17.0,1
C0040875,2026-03-26,General_Inquiry,4.4,0
C0038376,2025-10-19,Technical_Support,10.5,1
C0027183,2025-10-21,Retention,18.2,0
C0013049,2026-01-20,Billing,3.7,0
C0033315,2026-01-07,Billing,6.5,1
C0018612,2026-01-13,Retention,3.9,0
C0025636,2026-02-17,Sales,11.5,0
C0035919,2026-01-13,Billing,5.8,1
C0046915,2026-01-24,Billing,6.7,0
C0025275,2026-01-02,Retention,19.0,1
C0024513,2026-02-17,Retention,33.3,0
C0046062,2026-01-25,Sales,16.5,0
C0009847,2026-01-16,Billing,12.0,1
C0012806,2026-02-07,Billing,11.1,1
C0044579,2026-03-02,Technical_Support,13.1,0
C0017423,2026-03-08,Billing,7.8,0
C0047922,2025-12-13,Sales,9.7,0
C0021444,2025-11-12,Billing,3.9,1
C0026209,2026-02-04,Billing,8.8,1
C0019717,2026-03-01,Sales,11.2,1
C0022107,2026-01-23,Retention,25.6,0
C0026011,2026-01-03,Technical_Support,8.4,0
C0046790,2026-01-16,Technical_Support,8.4,1
C0024502,2026-02-15,Technical_Support,20.3,0
C0035880,2025-11-14,General_Inquiry,6.7,0
C0035538,2026-03-03,Sales,13.8,1
C0011365,2025-12-13,General_Inquiry,11.2,1
C0040164,2026-02-22,Sales,4.1,0
C0008888,2025-11-28,Sales,9.7,0
C0026404,2026-03-10,General_Inquiry,9.7,0
C0014069,2026-01-03,Retention,8.8,0
C0003740,2026-03-11,Technical_Support,10.0,0
C0005930,2025-10-02,Sales,4.8,0
C0038996,2026-01-13,Technical_Support,13.2,0
C0006585,2026-02-04,Billing,4.3,1
C0019989,2025-11-19,Retention,21.4,0
C0043211,2025-11-29,Billing,7.2,0
C0029590,2026-03-06,Sales,11.6,0
C0045226,2025-11-25,Mobile_Support,7.5,1
C0047974,2025-11-14,Technical_Support,12.6,0
C0006889,2025-12-13,General_Inquiry,13.6,0
C0042053,2026-01-17,Billing,1.0,1
C0026743,2025-10-09,Sales,2.5,0
C0032028,2025-12-02,Sales,9.3,0
C0022687,2025-12-07,Billing,6.3,0
C0018275,2025-11-23,Technical_Support,18.8,1
C0034206,2026-02-08,Sales,5.4,0
C0049314,2026-03-18,Billing,10.6,0
C0030349,2025-11-29,Technical_Support,18.3,0
C0037616,2026-02-16,General_Inquiry,5.1,1
C0049595,2026-01-30,Mobile_Support,2.0,0
C0046929,2025-10-20,Sales,8.4,0
C0047823,2025-11-22,Technical_Support,4.5,1
C0014985,2026-03-28,Billing,8.3,1
C0034824,2026-01-16,Billing,7.6,0
C0022183,2026-03-17,General_Inquiry,9.8,0
C0032767,2026-03-16,Technical_Support,13.4,1
C0032881,2026-01-12,Retention,17.8,0
C0044572,2026-01-16,Technical_Support,20.6,1
C0009254,2025-11-27,Retention,26.5,0
C0027284,2026-01-24,Sales,10.7,0
C0036456,2026-01-08,Sales,9.7,0
C0008605,2026-02-17,Technical_Support,9.8,1
C0009194,2026-03-06,Billing,10.2,1
C0020051,2025-11-30,Retention,19.2,0
C0039146,2025-12-01,Billing,13.6,1
C0025761,2025-12-31,Sales,11.0,0
C0025995,2026-03-14,Sales,11.7,0
C0016948,2026-01-07,Technical_Support,13.6,1
C0034064,2026-01-19,Billing,6.8,0
C0043753,2025-12-17,Billing,9.4,1
C0047884,2026-03-23,Retention,12.3,1
C0014526,2025-12-26,Technical_Support,18.0,1
C0028263,2025-12-02,Sales,4.3,0
C0028930,2025-12-27,Sales,6.7,0
C0009886,2025-12-20,Technical_Support,11.7,0
C0016809,2026-03-08,Billing,7.4,0
C0012482,2025-12-26,Billing,15.1,0
C0017617,2025-11-03,Technical_Support,4.9,0
C0038811,2026-02-14,General_Inquiry,6.1,1
C0016277,2025-12-10,Sales,7.5,0
C0011966,2025-10-17,Billing,4.0,0
C0047686,2025-12-26,Retention,14.8,1
C0017799,2026-03-28,Sales,11.2,0
C0000892,2026-01-27,General_Inquiry,8.3,0
C0014948,2025-11-03,Sales,14.3,0
C0028383,2025-10-28,General_Inquiry,7.4,0
C0030837,2025-11-02,Sales,10.9,0
C0040976,2025-12-30,General_Inquiry,1.7,0
C0042068,2025-11-25,Billing,4.9,1
C0020594,2025-11-21,Technical_Support,12.4,1
C0036533,2026-01-19,Sales,14.5,0
C0040982,2026-01-12,Retention,19.6,1
C0021444,2025-12-26,General_Inquiry,3.8,0
C0012692,2025-11-24,Billing,4.1,1
C0027820,2026-02-24,General_Inquiry,7.4,0
C0010289,2025-11-06,Mobile_Support,8.7,1
C0024058,2026-01-21,General_Inquiry,7.3,1
C0031319,2026-03-20,Billing,8.0,0
C0015164,2026-02-05,Retention,1.0,1
C0013361,2025-12-05,Retention,27.3,0
C0042520,2026-02-08,Billing,7.8,1
C0032269,2026-02-24,Billing,10.5,0
C0003626,2026-03-04,Technical_Support,19.7,0
C0014819,2026-01-01,Retention,25.2,0
C0008219,2025-11-05,General_Inquiry,8.7,0
C0041835,2025-12-15,General_Inquiry,9.6,0
C0034556,2026-01-19,Billing,8.9,0
C0036125,2025-10-25,Billing,9.7,0
C0044144,2025-11-10,Technical_Support,14.9,0
C0000369,2025-10-08,Billing,4.3,0
C0037203,2026-01-30,Sales,10.2,0
C0006381,2025-12-08,Retention,12.6,0
C0022801,2026-03-20,Technical_Support,2.8,1
C0031995,2026-03-20,Billing,8.7,0
C0008759,2025-12-23,Billing,1.3,0
C0046533,2025-10-28,Billing,6.6,1
C0045231,2025-11-15,Technical_Support,6.4,0
C0038818,2026-03-04,Billing,9.2,0
C0037777,2025-12-26,Billing,10.0,0
C0023968,2025-12-02,Billing,6.9,0
C0018819,2025-10-31,Billing,7.1,1
C0010405,2025-11-27,Sales,15.6,0
C0038714,2025-10-21,Technical_Support,9.9,0
C0014479,2026-01-14,Technical_Support,8.9,0
C0030333,2025-12-23,General_Inquiry,6.7,0
C0008455,2025-10-15,Retention,19.8,1
C0045650,2026-01-28,Technical_Support,24.1,0
C0007022,2025-11-27,Billing,7.5,1
C0019858,2025-11-12,Billing,11.7,1
C0011380,2025-11-28,Billing,3.4,0
C0003613,2025-10-02,Billing,6.2,0
C0002289,2026-01-28,General_Inquiry,3.6,1
