zip,month,group,channel,prospects,connects
48318,2025-11,control,door_to_door,163,5
48318,2025-11,control,digital_ads,161,3
48318,2025-12,control,door_to_door,201,7
48318,2025-12,control,digital_ads,150,3
48318,2026-01,control,door_to_door,150,5
48318,2026-01,control,digital_ads,136,2
48318,2026-02,control,door_to_door,198,6
48318,2026-02,control,digital_ads,83,1
48318,2026-03,control,door_to_door,118,3
48318,2026-03,control,digital_ads,108,1
20239,2025-10,control,door_to_door,167,5
20239,2025-10,control,digital_ads,141,2
20239,2025-11,control,door_to_door,96,3
20239,2025-11,control,digital_ads,161,2
20239,2025-12,control,door_to_door,163,5
20239,2025-12,control,digital_ads,96,1
20239,2026-01,control,door_to_door,218,7
20239,2026-01,control,digital_ads,152,2
20239,2026-02,control,door_to_door,162,6
20239,2026-02,control,digital_ads,182,3
20239,2026-03,control,door_to_door,131,4
20239,2026-03,control,digital_ads,150,3
15712,2025-10,control,door_to_door,129,4
15712,2025-10,control,digital_ads,164,3
15712,2025-11,control,door_to_door,118,4
15712,2025-11,control,digital_ads,64,1
15712,2025-12,control,door_to_door,188,7
15712,2025-12,control,digital_ads,154,3
15712,2026-01,control,door_to_door,132,4
15712,2026-01,control,digital_ads,81,1
15712,2026-02,control,door_to_door,96,3
15712,2026-02,control,digital_ads,109,2
15712,2026-03,control,door_to_door,133,4
15712,2026-03,control,digital_ads,190,3
53384,2025-10,control,door_to_door,88,2
53384,2025-10,control,digital_ads,165,3
53384,2025-11,control,door_to_door,137,5
53384,2025-11,control,digital_ads,146,2
53384,2025-12,control,door_to_door,171,5
53384,2025-12,control,digital_ads,126,2
53384,2026-01,control,door_to_door,120,3
53384,2026-01,control,digital_ads,144,2
53384,2026-02,control,door_to_door,150,5
53384,2026-02,control,digital_ads,154,3
53384,2026-03,control,door_to_door,93,3
53384,2026-03,control,digital_ads,153,3
33693,2025-10,control,door_to_door,209,7
33693,2025-10,control,digital_ads,103,2
33693,2025-11,control,door_to_door,91,2
33693,2025-11,control,digital_ads,110,2
33693,2025-12,control,door_to_door,159,6
33693,2025-12,control,digital_ads,154,3
33693,2026-01,control,door_to_door,211,7
33693,2026-01,control,digital_ads,199,4
33693,2026-02,control,door_to_door,160,5
33693,2026-02,control,digital_ads,190,3
33693,2026-03,control,door_to_door,147,4
33693,2026-03,control,digital_ads,97,1
77328,2025-10,control,door_to_door,154,5
77328,2025-10,control,digital_ads,136,2
77328,2025-11,control,door_to_door,148,5
77328,2025-11,control,digital_ads,187,3
77328,2025-12,control,door_to_door,204,7
77328,2025-12,control,digital_ads,173,3
77328,2026-01,control,door_to_door,130,4
77328,2026-01,control,digital_ads,119,2
77328,2026-02,control,door_to_door,92,3
77328,2026-02,control,digital_ads,167,2
77328,2026-03,control,door_to_door,190,6
77328,2026-03,control,digital_ads,162,2
38022,2025-10,control,door_to_door,153,6
38022,2025-10,control,digital_ads,136,2
38022,2025-11,control,door_to_door,191,7
38022,2025-11,control,digital_ads,109,2
38022,2025-12,control,door_to_door,180,6
38022,2025-12,control,digital_ads,171,3
38022,2026-01,control,door_to_door,195,7
38022,2026-01,control,digital_ads,169,2
38022,2026-02,control,door_to_door,178,6
38022,2026-02,control,digital_ads,134,2
38022,2026-03,control,door_to_door,76,2
38022,2026-03,control,digital_ads,152,2
36872,2025-10,control,door_to_door,93,3
36872,2025-10,control,digital_ads,127,2
36872,2025-11,control,door_to_door,147,4
36872,2025-11,control,digital_ads,156,3
36872,2025-12,control,door_to_door,169,5
36872,2025-12,control,digital_ads,132,2
36872,2026-01,control,door_to_door,144,4
36872,2026-01,control,digital_ads,81,1
36872,2026-02,control,door_to_door,151,5
36872,2026-02,control,digital_ads,133,2
36872,2026-03,control,door_to_door,159,5
36872,2026-03,control,digital_ads,187,5
44145,2025-10,control,door_to_door,176,6
44145,2025-10,control,digital_ads,139,2
44145,2025-11,control,door_to_door,142,4
44145,2025-11,control,digital_ads,159,3
44145,2025-12,control,door_to_door,120,3
44145,2025-12,control,digital_ads,115,2
44145,2026-01,control,door_to_door,110,3
44145,2026-01,control,digital_ads,179,3
44145,2026-02,control,door_to_door,133,4
44145,2026-02,control,digital_ads,192,3
44145,2026-03,control,door_to_door,60,2
44145,2026-03,control,digital_ads,153,3
14200,2025-10,control,door_to_door,138,5
14200,2025-10,control,digital_ads,155,2
14200,2025-11,control,door_to_door,99,3
14200,2025-11,control,digital_ads,95,2
14200,2025-12,control,door_to_door,110,3
14200,2025-12,control,digital_ads,89,2
14200,2026-01,control,door_to_door,201,7
14200,2026-01,control,digital_ads,214,4
14200,2026-02,control,door_to_door,207,7
14200,2026-02,control,digital_ads,167,3
14200,2026-03,control,door_to_door,142,4
14200,2026-03,control,digital_ads,139,2
17727,2025-10,control,door_to_door,103,3
17727,2025-10,control,digital_ads,128,2
17727,2025-11,control,door_to_door,132,4
17727,2025-11,control,digital_ads,163,3
17727,2025-12,control,door_to_door,130,4
17727,2025-12,control,digital_ads,218,3
17727,2026-01,control,door_to_door,130,4
17727,2026-01,control,digital_ads,96,2
17727,2026-02,control,door_to_door,179,6
17727,2026-02,control,digital_ads,61,1
17727,2026-03,control,door_to_door,137,5
17727,2026-03,control,digital_ads,170,3
63402,2025-10,control,door_to_door,110,4
63402,2025-10,control,digital_ads,171,3
63402,2025-11,control,door_to_door,109,3
63402,2025-11,control,digital_ads,130,2
63402,2025-12,control,door_to_door,123,4
63402,2025-12,control,digital_ads,160,3
63402,2026-01,control,door_to_door,158,5
63402,2026-01,control,digital_ads,149,3
63402,2026-02,control,door_to_door,166,6
63402,2026-02,control,digital_ads,149,3
63402,2026-03,control,door_to_door,91,2
63402,2026-03,control,digital_ads,113,2
80959,2025-10,control,door_to_door,118,4
80959,2025-10,control,digital_ads,118,2
80959,2025-11,control,door_to_door,208,7
80959,2025-11,control,digital_ads,173,3
80959,2025-12,control,door_to_door,175,6
80959,2025-12,control,digital_ads,152,3
80959,2026-01,control,door_to_door,111,4
80959,2026-01,control,digital_ads,185,3
80959,2026-02,control,door_to_door,152,5
80959,2026-02,control,digital_ads,187,3
80959,2026-03,control,door_to_door,127,4
80959,2026-03,control,digital_ads,205,4
72904,2025-10,control,door_to_door,184,6
72904,2025-10,control,digital_ads,215,4
72904,2025-11,control,door_to_door,131,4
72904,2025-11,control,digital_ads,138,3
72904,2025-12,control,door_to_door,162,5
72904,2025-12,control,digital_ads,116,2
72904,2026-01,control,door_to_door,149,5
72904,2026-01,control,digital_ads,245,4
72904,2026-02,control,door_to_door,139,5
72904,2026-02,control,digital_ads,151,3
72904,2026-03,control,door_to_door,156,5
72904,2026-03,control,digital_ads,102,1
23944,2025-10,control,door_to_door,165,5
23944,2025-10,control,digital_ads,134,2
23944,2025-11,control,door_to_door,165,5
23944,2025-11,control,digital_ads,144,2
23944,2025-12,control,door_to_door,146,5
23944,2025-12,control,digital_ads,140,2
23944,2026-01,control,door_to_door,113,4
23944,2026-01,control,digital_ads,123,2
23944,2026-02,control,door_to_door,96,3
23944,2026-02,control,digital_ads,233,5
23944,2026-03,control,door_to_door,179,7
23944,2026-03,control,digital_ads,153,2
23394,2025-10,control,door_to_door,141,5
23394,2025-10,control,digital_ads,187,3
23394,2025-11,control,door_to_door,121,4
23394,2025-11,control,digital_ads,163,3
23394,2025-12,control,door_to_door,154,5
23394,2025-12,control,digital_ads,134,2
23394,2026-01,control,door_to_door,172,6
23394,2026-01,control,digital_ads,164,3
23394,2026-02,control,door_to_door,171,6
23394,2026-02,control,digital_ads,156,3
23394,2026-03,control,door_to_door,203,7
23394,2026-03,control,digital_ads,130,2
90971,2025-10,control,door_to_door,173,6
90971,2025-10,control,digital_ads,170,3
90971,2025-11,control,door_to_door,166,5
90971,2025-11,control,digital_ads,151,2
90971,2025-12,control,door_to_door,181,6
90971,2025-12,control,digital_ads,183,3
90971,2026-01,control,door_to_door,167,5
90971,2026-01,control,digital_ads,127,2
90971,2026-02,control,door_to_door,97,3
90971,2026-02,control,digital_ads,105,2
90971,2026-03,control,door_to_door,104,3
90971,2026-03,control,digital_ads,94,2
20943,2025-10,control,door_to_door,173,5
20943,2025-10,control,digital_ads,193,3
20943,2025-11,control,door_to_door,168,5
20943,2025-11,control,digital_ads,129,2
20943,2025-12,control,door_to_door,127,4
20943,2025-12,control,digital_ads,143,2
20943,2026-01,control,door_to_door,175,6
20943,2026-01,control,digital_ads,138,2
20943,2026-02,control,door_to_door,209,7
20943,2026-02,control,digital_ads,167,3
20943,2026-03,control,door_to_door,162,5
20943,2026-03,control,digital_ads,162,3
54807,2025-10,control,door_to_door,173,5
54807,2025-10,control,digital_ads,201,4
54807,2025-11,control,door_to_door,123,4
54807,2025-11,control,digital_ads,228,4
54807,2025-12,control,door_to_door,108,3
54807,2025-12,control,digital_ads,135,2
54807,2026-01,control,door_to_door,214,7
54807,2026-01,control,digital_ads,181,3
54807,2026-02,control,door_to_door,166,6
54807,2026-02,control,digital_ads,158,3
54807,2026-03,control,door_to_door,151,5
54807,2026-03,control,digital_ads,65,1
64874,2025-10,control,door_to_door,172,6
64874,2025-10,control,digital_ads,171,3
64874,2025-11,control,door_to_door,106,3
64874,2025-11,control,digital_ads,181,4
64874,2025-12,control,door_to_door,168,5
64874,2025-12,control,digital_ads,242,5
64874,2026-01,control,door_to_door,136,4
64874,2026-01,control,digital_ads,113,2
64874,2026-02,control,door_to_door,217,7
64874,2026-02,control,digital_ads,188,3
64874,2026-03,control,door_to_door,229,7
64874,2026-03,control,digital_ads,141,2
14644,2025-10,control,door_to_door,107,3
14644,2025-10,control,digital_ads,166,3
14644,2025-11,control,door_to_door,102,3
14644,2025-11,control,digital_ads,212,4
14644,2025-12,control,door_to_door,135,4
14644,2025-12,control,digital_ads,83,1
14644,2026-01,control,door_to_door,128,4
14644,2026-01,control,digital_ads,132,2
14644,2026-02,control,door_to_door,148,4
14644,2026-02,control,digital_ads,205,3
14644,2026-03,control,door_to_door,200,6
14644,2026-03,control,digital_ads,210,4
45413,2025-10,control,door_to_door,225,7
45413,2025-10,control,digital_ads,188,3
45413,2025-11,control,door_to_door,170,5
45413,2025-11,control,digital_ads,101,2
45413,2025-12,control,door_to_door,101,3
45413,2025-12,control,digital_ads,145,3
45413,2026-01,control,door_to_door,125,4
45413,2026-01,control,digital_ads,184,3
45413,2026-02,control,door_to_door,112,3
45413,2026-02,control,digital_ads,156,3
45413,2026-03,control,door_to_door,86,3
45413,2026-03,control,digital_ads,168,3
50623,2025-10,control,door_to_door,124,3
50623,2025-10,control,digital_ads,147,2
50623,2025-11,control,door_to_door,117,4
50623,2025-11,control,digital_ads,112,1
50623,2025-12,control,door_to_door,201,7
50623,2025-12,control,digital_ads,98,2
50623,2026-01,control,door_to_door,166,5
50623,2026-01,control,digital_ads,112,1
50623,2026-02,control,door_to_door,165,6
50623,2026-02,control,digital_ads,152,2
50623,2026-03,control,door_to_door,146,4
50623,2026-03,control,digital_ads,111,2
71413,2025-10,control,door_to_door,170,5
71413,2025-10,control,digital_ads,147,3
71413,2025-11,control,door_to_door,103,3
71413,2025-11,control,digital_ads,125,2
71413,2025-12,control,door_to_door,139,4
71413,2025-12,control,digital_ads,192,3
71413,2026-01,control,door_to_door,195,6
71413,2026-01,control,digital_ads,127,2
71413,2026-02,control,door_to_door,189,6
71413,2026-02,control,digital_ads,128,2
71413,2026-03,control,door_to_door,165,5
71413,2026-03,control,digital_ads,213,3
32658,2025-10,control,door_to_door,151,5
32658,2025-10,control,digital_ads,114,2
32658,2025-11,control,door_to_door,210,7
32658,2025-11,control,digital_ads,154,3
32658,2025-12,control,door_to_door,123,4
32658,2025-12,control,digital_ads,78,1
32658,2026-01,control,door_to_door,223,7
32658,2026-01,control,digital_ads,184,3
32658,2026-02,control,door_to_door,148,5
32658,2026-02,control,digital_ads,88,1
32658,2026-03,control,door_to_door,154,5
32658,2026-03,control,digital_ads,167,3
28094,2025-10,control,door_to_door,170,6
28094,2025-10,control,digital_ads,100,1
28094,2025-11,control,door_to_door,187,6
28094,2025-11,control,digital_ads,161,3
28094,2025-12,control,door_to_door,151,5
28094,2025-12,control,digital_ads,85,1
28094,2026-01,control,door_to_door,104,3
28094,2026-01,control,digital_ads,201,3
28094,2026-02,control,door_to_door,123,3
28094,2026-02,control,digital_ads,133,2
28094,2026-03,control,door_to_door,113,3
28094,2026-03,control,digital_ads,128,3
95590,2025-10,control,door_to_door,170,6
95590,2025-10,control,digital_ads,85,1
95590,2025-11,control,door_to_door,92,3
95590,2025-11,control,digital_ads,199,4
95590,2025-12,control,door_to_door,165,6
95590,2025-12,control,digital_ads,218,3
95590,2026-01,control,door_to_door,169,6
95590,2026-01,control,digital_ads,165,3
95590,2026-02,control,door_to_door,158,5
95590,2026-02,control,digital_ads,137,2
95590,2026-03,control,door_to_door,162,5
95590,2026-03,control,digital_ads,97,2
97554,2025-10,control,door_to_door,118,3
97554,2025-10,control,digital_ads,128,2
97554,2025-11,control,door_to_door,201,6
97554,2025-11,control,digital_ads,306,6
97554,2025-12,control,door_to_door,178,6
97554,2025-12,control,digital_ads,131,2
97554,2026-01,control,door_to_door,146,5
97554,2026-01,control,digital_ads,111,2
97554,2026-02,control,door_to_door,96,3
97554,2026-02,control,digital_ads,77,1
97554,2026-03,control,door_to_door,199,7
97554,2026-03,control,digital_ads,195,3
65058,2025-10,control,door_to_door,199,6
65058,2025-10,control,digital_ads,133,2
65058,2025-11,control,door_to_door,189,6
65058,2025-11,control,digital_ads,170,3
65058,2025-12,control,door_to_door,123,3
65058,2025-12,control,digital_ads,112,2
65058,2026-01,control,door_to_door,153,4
65058,2026-01,control,digital_ads,125,2
65058,2026-02,control,door_to_door,124,4
65058,2026-02,control,digital_ads,196,4
65058,2026-03,control,door_to_door,94,3
65058,2026-03,control,digital_ads,177,3
64745,2025-10,control,door_to_door,161,5
64745,2025-10,control,digital_ads,202,4
64745,2025-11,control,door_to_door,158,5
64745,2025-11,control,digital_ads,127,2
64745,2025-12,control,door_to_door,157,5
64745,2025-12,control,digital_ads,231,4
64745,2026-01,control,door_to_door,174,6
64745,2026-01,control,digital_ads,160,3
64745,2026-02,control,door_to_door,147,5
64745,2026-02,control,digital_ads,139,2
64745,2026-03,control,door_to_door,174,5
64745,2026-03,control,digital_ads,201,3
22457,2025-10,control,door_to_door,227,7
22457,2025-10,control,digital_ads,171,3
22457,2025-11,control,door_to_door,150,5
22457,2025-11,control,digital_ads,166,3
22457,2025-12,control,door_to_door,251,9
22457,2025-12,control,digital_ads,216,4
22457,2026-01,control,door_to_door,190,6
22457,2026-01,control,digital_ads,134,2
22457,2026-02,control,door_to_door,146,5
22457,2026-02,control,digital_ads,145,2
22457,2026-03,control,door_to_door,162,5
22457,2026-03,control,digital_ads,214,3
71094,2025-10,control,door_to_door,140,5
71094,2025-10,control,digital_ads,168,3
71094,2025-11,control,door_to_door,139,5
71094,2025-11,control,digital_ads,197,3
71094,2025-12,control,door_to_door,123,4
71094,2025-12,control,digital_ads,171,2
71094,2026-01,control,door_to_door,117,4
71094,2026-01,control,digital_ads,175,3
71094,2026-02,control,door_to_door,126,4
71094,2026-02,control,digital_ads,128,2
71094,2026-03,control,door_to_door,90,3
71094,2026-03,control,digital_ads,169,3
78299,2025-10,control,door_to_door,238,7
78299,2025-10,control,digital_ads,109,2
78299,2025-11,control,door_to_door,113,3
78299,2025-11,control,digital_ads,160,3
78299,2025-12,control,door_to_door,152,5
78299,2025-12,control,digital_ads,175,3
78299,2026-01,control,door_to_door,185,7
78299,2026-01,control,digital_ads,139,2
78299,2026-02,control,door_to_door,83,2
78299,2026-02,control,digital_ads,146,2
78299,2026-03,control,door_to_door,102,3
78299,2026-03,control,digital_ads,140,3
12914,2025-10,control,door_to_door,124,4
12914,2025-10,control,digital_ads,132,2
12914,2025-11,control,door_to_door,156,5
12914,2025-11,control,digital_ads,109,2
12914,2025-12,control,door_to_door,207,7
12914,2025-12,control,digital_ads,132,2
12914,2026-01,control,door_to_door,119,4
12914,2026-01,control,digital_ads,187,3
12914,2026-02,control,door_to_door,179,5
12914,2026-02,control,digital_ads,265,5
12914,2026-03,control,door_to_door,206,7
12914,2026-03,control,digital_ads,171,4
92139,2025-10,control,door_to_door,129,4
92139,2025-10,control,digital_ads,115,2
92139,2025-11,control,door_to_door,177,6
92139,2025-11,control,digital_ads,110,2
92139,2025-12,control,door_to_door,117,3
92139,2025-12,control,digital_ads,135,2
92139,2026-01,control,door_to_door,193,7
92139,2026-01,control,digital_ads,151,3
92139,2026-02,control,door_to_door,141,5
92139,2026-02,control,digital_ads,190,3
92139,2026-03,control,door_to_door,137,4
92139,2026-03,control,digital_ads,50,1
44535,2025-10,control,door_to_door,174,5
44535,2025-10,control,digital_ads,110,2
44535,2025-11,control,door_to_door,147,5
44535,2025-11,control,digital_ads,111,2
44535,2025-12,control,door_to_door,166,5
44535,2025-12,control,digital_ads,100,1
44535,2026-01,control,door_to_door,155,5
44535,2026-01,control,digital_ads,209,3
44535,2026-02,control,door_to_door,215,6
44535,2026-02,control,digital_ads,139,2
44535,2026-03,control,door_to_door,155,5
44535,2026-03,control,digital_ads,126,2
33314,2025-10,control,door_to_door,130,5
33314,2025-10,control,digital_ads,119,2
33314,2025-11,control,door_to_door,166,5
33314,2025-11,control,digital_ads,137,2
33314,2025-12,control,door_to_door,145,4
33314,2025-12,control,digital_ads,153,2
33314,2026-01,control,door_to_door,216,7
33314,2026-01,control,digital_ads,111,2
33314,2026-02,control,door_to_door,125,4
33314,2026-02,control,digital_ads,122,2
33314,2026-03,control,door_to_door,155,5
33314,2026-03,control,digital_ads,204,4
82563,2025-10,control,door_to_door,91,3
82563,2025-10,control,digital_ads,231,4
82563,2025-11,control,door_to_door,143,4
82563,2025-11,control,digital_ads,181,3
82563,2025-12,control,door_to_door,134,4
82563,2025-12,control,digital_ads,87,1
82563,2026-01,control,door_to_door,138,4
82563,2026-01,control,digital_ads,193,3
82563,2026-02,control,door_to_door,178,6
82563,2026-02,control,digital_ads,196,3
82563,2026-03,control,door_to_door,126,3
82563,2026-03,control,digital_ads,100,1
37754,2025-10,control,door_to_door,139,5
37754,2025-10,control,digital_ads,54,1
37754,2025-11,control,door_to_door,197,6
37754,2025-11,control,digital_ads,119,2
37754,2025-12,control,door_to_door,185,6
37754,2025-12,control,digital_ads,144,2
37754,2026-01,control,door_to_door,175,5
37754,2026-01,control,digital_ads,185,4
37754,2026-02,control,door_to_door,155,5
37754,2026-02,control,digital_ads,140,2
37754,2026-03,control,door_to_door,107,3
37754,2026-03,control,digital_ads,145,3
70755,2025-10,control,door_to_door,225,7
70755,2025-10,control,digital_ads,126,2
70755,2025-11,control,door_to_door,93,3
70755,2025-11,control,digital_ads,192,4
70755,2025-12,control,door_to_door,181,6
70755,2025-12,control,digital_ads,121,2
70755,2026-01,control,door_to_door,172,6
70755,2026-01,control,digital_ads,166,3
70755,2026-02,control,door_to_door,137,4
70755,2026-02,control,digital_ads,139,2
70755,2026-03,control,door_to_door,110,3
70755,2026-03,control,digital_ads,178,3
71226,2025-10,control,door_to_door,106,3
71226,2025-10,control,digital_ads,193,4
71226,2025-11,control,door_to_door,144,4
71226,2025-11,control,digital_ads,182,3
71226,2025-12,control,door_to_door,104,3
71226,2025-12,control,digital_ads,157,3
71226,2026-01,control,door_to_door,179,6
71226,2026-01,control,digital_ads,170,3
71226,2026-02,control,door_to_door,157,5
71226,2026-02,control,digital_ads,178,3
71226,2026-03,control,door_to_door,126,4
71226,2026-03,control,digital_ads,193,3
34200,2025-10,control,door_to_door,116,4
34200,2025-10,control,digital_ads,102,2
34200,2025-11,control,door_to_door,201,5
34200,2025-11,control,digital_ads,165,3
34200,2025-12,control,door_to_door,242,8
34200,2025-12,control,digital_ads,110,2
34200,2026-01,control,door_to_door,220,7
34200,2026-01,control,digital_ads,69,1
34200,2026-02,control,door_to_door,181,6
34200,2026-02,control,digital_ads,143,2
34200,2026-03,control,door_to_door,188,7
34200,2026-03,control,digital_ads,141,2
