zip,month,has_fiber_competitor,our_penetration,connect_rate,competitor_price_monthly
95590,2025-10,0,0.5351,0.0386,
95590,2025-11,0,0.5394,0.0274,
95590,2025-12,0,0.5342,0.0267,
95590,2026-01,0,0.5313,0.0367,
95590,2026-02,0,0.5326,0.0401,
95590,2026-03,0,0.5433,0.041,
95590,2026-04,0,0.5577,0.0478,
95590,2026-05,0,0.5734,0.0664,
95590,2026-06,0,0.5564,0.0452,
31397,2025-10,0,0.4604,0.0453,
31397,2025-11,0,0.4673,0.0249,
31397,2025-12,0,0.4667,0.0315,
31397,2026-01,0,0.4687,0.0421,
31397,2026-02,0,0.472,0.0413,
31397,2026-03,0,0.4775,0.0331,
31397,2026-04,0,0.4735,0.0567,
31397,2026-05,0,0.4404,0.056,
31397,2026-06,0,0.4832,0.0577,
84155,2025-10,0,0.471,0.0464,
84155,2025-11,0,0.4722,0.0487,
84155,2025-12,0,0.4795,0.0318,
84155,2026-01,0,0.4817,0.0385,
84155,2026-02,0,0.474,0.0274,
84155,2026-03,0,0.4515,0.0425,
84155,2026-04,0,0.4595,0.0433,
84155,2026-05,0,0.494,0.052,
84155,2026-06,0,0.4625,0.0531,
69363,2025-10,1,0.4782,0.0276,51.33
69363,2025-11,1,0.4765,0.0396,72.8
69363,2025-12,1,0.4823,0.041,52.14
69363,2026-01,1,0.4768,0.0171,76.45
69363,2026-02,1,0.466,0.0437,45.02
69363,2026-03,1,0.4768,0.0218,47.47
69363,2026-04,1,0.4717,0.0243,52.97
69363,2026-05,1,0.4551,0.0383,49.54
69363,2026-06,1,0.4584,0.0361,60.78
98559,2025-10,1,0.3401,0.0265,51.22
98559,2025-11,1,0.3354,0.039,50.01
98559,2025-12,1,0.329,0.0483,73.15
98559,2026-01,1,0.3291,0.0242,72.1
98559,2026-02,1,0.326,0.0469,61.71
98559,2026-03,1,0.3384,0.039,49.91
98559,2026-04,1,0.3414,0.0291,47.07
98559,2026-05,1,0.3229,0.0408,68.35
98559,2026-06,1,0.3285,0.0238,52.22
78102,2025-10,0,0.5167,0.0334,
78102,2025-11,0,0.5197,0.0462,
78102,2025-12,0,0.5149,0.0345,
78102,2026-01,0,0.5128,0.0342,
78102,2026-02,0,0.5128,0.0607,
78102,2026-03,0,0.53,0.0442,
78102,2026-04,0,0.5022,0.0421,
78102,2026-05,0,0.5431,0.0382,
78102,2026-06,0,0.4884,0.0468,
71228,2025-10,0,0.5951,0.0366,
71228,2025-11,0,0.5903,0.0358,
71228,2025-12,0,0.5829,0.0157,
71228,2026-01,0,0.5978,0.0385,
71228,2026-02,0,0.603,0.0487,
71228,2026-03,0,0.596,0.0382,
71228,2026-04,0,0.6111,0.0425,
71228,2026-05,0,0.5942,0.0421,
71228,2026-06,0,0.6225,0.0365,
46443,2025-10,0,0.5311,0.0351,
46443,2025-11,0,0.5304,0.0503,
46443,2025-12,0,0.5404,0.031,
46443,2026-01,0,0.5295,0.0487,
46443,2026-02,0,0.5388,0.0441,
46443,2026-03,0,0.5268,0.0254,
46443,2026-04,0,0.5144,0.0418,
46443,2026-05,0,0.5317,0.0527,
46443,2026-06,0,0.53,0.0346,
14892,2025-10,1,0.4334,0.0282,69.95
14892,2025-11,1,0.4314,0.0296,54.11
14892,2025-12,1,0.4303,0.0203,62.1
14892,2026-01,1,0.4197,0.0192,40.56
14892,2026-02,1,0.3961,0.0266,41.62
14892,2026-03,1,0.4346,0.0154,57.03
14892,2026-04,1,0.4141,0.0133,42.58
14892,2026-05,1,0.3956,0.0358,59.16
14892,2026-06,1,0.4237,0.0129,60.63
69374,2025-10,0,0.5456,0.0329,
69374,2025-11,0,0.5418,0.0434,
69374,2025-12,0,0.5483,0.0409,
69374,2026-01,0,0.5543,0.0239,
69374,2026-02,0,0.5694,0.0308,
69374,2026-03,0,0.563,0.0517,
69374,2026-04,0,0.5604,0.0542,
69374,2026-05,0,0.5452,0.0524,
69374,2026-06,0,0.5297,0.0368,
21551,2025-10,0,0.4429,0.0438,
21551,2025-11,0,0.4405,0.0455,
21551,2025-12,0,0.4422,0.0392,
21551,2026-01,0,0.4333,0.0455,
21551,2026-02,0,0.4369,0.0538,
21551,2026-03,0,0.4444,0.0286,
21551,2026-04,0,0.4376,0.049,
21551,2026-05,0,0.4627,0.0415,
21551,2026-06,0,0.4527,0.0352,
84437,2025-10,0,0.5197,0.0381,
84437,2025-11,0,0.5178,0.0396,
84437,2025-12,0,0.523,0.0447,
84437,2026-01,0,0.5282,0.067,
84437,2026-02,0,0.5264,0.043,
84437,2026-03,0,0.5054,0.0396,
84437,2026-04,0,0.5206,0.0385,
84437,2026-05,0,0.5173,0.0414,
84437,2026-06,0,0.4951,0.0454,
72611,2025-10,1,0.4354,0.025,50.57
72611,2025-11,1,0.4337,0.0281,46.21
72611,2025-12,1,0.424,0.0319,51.95
72611,2026-01,1,0.4244,0.0321,52.33
72611,2026-02,1,0.4281,0.0196,53.61
72611,2026-03,1,0.4279,0.0215,39.3
72611,2026-04,1,0.3975,0.0261,47.57
72611,2026-05,1,0.4263,0.0211,66.0
72611,2026-06,1,0.395,0.0198,59.08
85846,2025-10,1,0.3694,0.0246,60.74
85846,2025-11,1,0.3666,0.0365,34.56
85846,2025-12,1,0.3678,0.0308,50.6
85846,2026-01,1,0.3709,0.021,88.1
85846,2026-02,1,0.3839,0.0284,65.37
85846,2026-03,1,0.3718,0.0359,46.82
85846,2026-04,1,0.3499,0.0328,55.6
85846,2026-05,1,0.3314,0.0234,51.18
85846,2026-06,1,0.3298,0.0184,51.18
42290,2025-10,1,0.3622,0.005,60.93
42290,2025-11,1,0.3589,0.0357,58.04
42290,2025-12,1,0.3529,0.0326,60.63
42290,2026-01,1,0.3606,0.0462,48.46
42290,2026-02,1,0.3482,0.0373,70.57
42290,2026-03,1,0.36,0.0396,43.32
42290,2026-04,1,0.3503,0.0247,56.11
42290,2026-05,1,0.35,0.0177,63.11
42290,2026-06,1,0.3491,0.029,47.02
35401,2025-10,1,0.3657,0.0313,49.78
35401,2025-11,1,0.3606,0.02,52.86
35401,2025-12,1,0.366,0.0353,33.23
35401,2026-01,1,0.3578,0.02,50.33
35401,2026-02,1,0.3519,0.0237,60.82
35401,2026-03,1,0.3758,0.0287,53.25
35401,2026-04,1,0.3606,0.0152,47.41
35401,2026-05,1,0.3657,0.0289,41.23
35401,2026-06,1,0.3881,0.0321,67.76
95846,2025-10,0,0.4593,0.0408,
95846,2025-11,0,0.4593,0.0338,
95846,2025-12,0,0.4651,0.0288,
95846,2026-01,0,0.4637,0.0571,
95846,2026-02,0,0.4425,0.0358,
95846,2026-03,0,0.4463,0.0347,
95846,2026-04,0,0.442,0.0349,
95846,2026-05,0,0.4687,0.0242,
95846,2026-06,0,0.4781,0.0236,
80959,2025-10,0,0.4202,0.0369,
80959,2025-11,0,0.4166,0.0476,
80959,2025-12,0,0.4223,0.0374,
80959,2026-01,0,0.4241,0.0421,
80959,2026-02,0,0.4321,0.0574,
80959,2026-03,0,0.4018,0.0422,
80959,2026-04,0,0.4382,0.0444,
80959,2026-05,0,0.4399,0.0516,
80959,2026-06,0,0.4464,0.041,
49226,2025-10,0,0.4843,0.0327,
49226,2025-11,0,0.4853,0.0494,
49226,2025-12,0,0.4836,0.0306,
49226,2026-01,0,0.4903,0.0382,
49226,2026-02,0,0.4828,0.0596,
49226,2026-03,0,0.4706,0.042,
49226,2026-04,0,0.4905,0.0574,
49226,2026-05,0,0.4984,0.0444,
49226,2026-06,0,0.5245,0.051,
63870,2025-10,0,0.5502,0.0501,
63870,2025-11,0,0.5512,0.0506,
63870,2025-12,0,0.5467,0.042,
63870,2026-01,0,0.5387,0.042,
63870,2026-02,0,0.5496,0.0407,
63870,2026-03,0,0.5794,0.026,
63870,2026-04,0,0.5851,0.0434,
63870,2026-05,0,0.54,0.0224,
63870,2026-06,0,0.5554,0.0351,
91235,2025-10,0,0.6316,0.0551,
91235,2025-11,0,0.6386,0.058,
91235,2025-12,0,0.64,0.0493,
91235,2026-01,0,0.6315,0.0314,
91235,2026-02,0,0.6403,0.053,
91235,2026-03,0,0.6402,0.046,
91235,2026-04,0,0.6695,0.0418,
91235,2026-05,0,0.6279,0.0565,
91235,2026-06,0,0.6269,0.0506,
98436,2025-10,1,0.3892,0.0157,49.01
98436,2025-11,1,0.3886,0.0266,57.89
98436,2025-12,1,0.3945,0.0214,61.51
98436,2026-01,1,0.3818,0.0309,51.16
98436,2026-02,1,0.3745,0.0309,62.98
98436,2026-03,1,0.3719,0.0506,51.65
98436,2026-04,1,0.39,0.0445,52.46
98436,2026-05,1,0.394,0.0367,40.9
98436,2026-06,1,0.3587,0.0382,41.94
41592,2025-10,0,0.552,0.0419,
41592,2025-11,0,0.552,0.0363,
41592,2025-12,0,0.5462,0.0488,
41592,2026-01,0,0.56,0.0459,
41592,2026-02,0,0.5381,0.0528,
41592,2026-03,0,0.5644,0.0258,
41592,2026-04,0,0.5727,0.0538,
41592,2026-05,0,0.5381,0.0321,
41592,2026-06,0,0.5467,0.0337,
53384,2025-10,1,0.3971,0.032,50.8
53384,2025-11,1,0.396,0.0244,49.69
53384,2025-12,1,0.3889,0.0267,38.65
53384,2026-01,1,0.3978,0.0268,57.54
53384,2026-02,1,0.3737,0.021,63.7
53384,2026-03,1,0.3944,0.0182,71.97
53384,2026-04,1,0.3811,0.0096,54.05
53384,2026-05,1,0.3733,0.0344,45.37
53384,2026-06,1,0.3751,0.0382,58.32
14493,2025-10,1,0.3317,0.0296,52.48
14493,2025-11,1,0.3327,0.0208,38.37
14493,2025-12,1,0.3373,0.0328,44.62
14493,2026-01,1,0.3287,0.0294,53.46
14493,2026-02,1,0.3086,0.0334,68.74
14493,2026-03,1,0.3255,0.0259,53.01
14493,2026-04,1,0.3189,0.0274,51.05
14493,2026-05,1,0.3443,0.0336,50.59
14493,2026-06,1,0.2911,0.0268,67.86
99577,2025-10,0,0.4282,0.0353,
99577,2025-11,0,0.431,0.0426,
99577,2025-12,0,0.4397,0.0355,
99577,2026-01,0,0.4362,0.05,
99577,2026-02,0,0.4336,0.0414,
99577,2026-03,0,0.4359,0.0474,
99577,2026-04,0,0.4514,0.0492,
99577,2026-05,0,0.4498,0.0422,
99577,2026-06,0,0.372,0.0454,
32768,2025-10,1,0.3588,0.0284,52.69
32768,2025-11,1,0.36,0.0397,30.57
32768,2025-12,1,0.3551,0.0224,62.52
32768,2026-01,1,0.3505,0.0405,54.32
32768,2026-02,1,0.346,0.0274,51.95
32768,2026-03,1,0.3281,0.0308,64.0
32768,2026-04,1,0.3551,0.0371,61.84
32768,2026-05,1,0.3742,0.0335,51.21
32768,2026-06,1,0.3427,0.0241,61.7
80363,2025-10,1,0.3466,0.034,69.66
80363,2025-11,1,0.3494,0.0301,60.28
80363,2025-12,1,0.3285,0.0202,53.44
80363,2026-01,1,0.3394,0.0256,64.58
80363,2026-02,1,0.3316,0.0218,51.14
80363,2026-03,1,0.3432,0.0146,50.93
80363,2026-04,1,0.3399,0.0206,49.63
80363,2026-05,1,0.3416,0.0375,49.61
80363,2026-06,1,0.3283,0.0178,43.68
64874,2025-10,0,0.4357,0.0438,
64874,2025-11,0,0.4374,0.0456,
64874,2025-12,0,0.4349,0.0513,
64874,2026-01,0,0.447,0.0396,
64874,2026-02,0,0.4521,0.0521,
64874,2026-03,0,0.4271,0.039,
64874,2026-04,0,0.4243,0.0399,
64874,2026-05,0,0.4527,0.0316,
64874,2026-06,0,0.4362,0.0381,
82563,2025-10,0,0.4422,0.0357,
82563,2025-11,0,0.4447,0.0426,
82563,2025-12,0,0.445,0.0759,
82563,2026-01,0,0.438,0.0458,
82563,2026-02,0,0.4651,0.0412,
82563,2026-03,0,0.4686,0.0441,
82563,2026-04,0,0.4279,0.0451,
82563,2026-05,0,0.4795,0.0331,
82563,2026-06,0,0.4471,0.0411,
14644,2025-10,0,0.4962,0.0508,
14644,2025-11,0,0.503,0.0205,
14644,2025-12,0,0.5012,0.0327,
14644,2026-01,0,0.5059,0.053,
14644,2026-02,0,0.4985,0.052,
14644,2026-03,0,0.5089,0.0389,
14644,2026-04,0,0.5254,0.0406,
14644,2026-05,0,0.52,0.0309,
14644,2026-06,0,0.5107,0.0521,
20239,2025-10,0,0.4982,0.0403,
20239,2025-11,0,0.5012,0.0449,
20239,2025-12,0,0.4958,0.0434,
20239,2026-01,0,0.5053,0.0422,
20239,2026-02,0,0.5163,0.0286,
20239,2026-03,0,0.517,0.0407,
20239,2026-04,0,0.4983,0.0447,
20239,2026-05,0,0.4918,0.0516,
20239,2026-06,0,0.4657,0.0543,
84147,2025-10,1,0.3109,0.0264,58.08
84147,2025-11,1,0.3014,0.0255,61.44
84147,2025-12,1,0.3107,0.0302,57.22
84147,2026-01,1,0.2914,0.0183,73.62
84147,2026-02,1,0.2861,0.0361,59.02
84147,2026-03,1,0.3271,0.0392,43.69
84147,2026-04,1,0.2774,0.0241,48.72
84147,2026-05,1,0.2808,0.0254,50.06
84147,2026-06,1,0.3128,0.0198,59.67
27636,2025-10,1,0.288,0.0206,42.82
27636,2025-11,1,0.2896,0.0215,41.38
27636,2025-12,1,0.2749,0.0256,21.58
27636,2026-01,1,0.2764,0.0454,64.34
27636,2026-02,1,0.2821,0.0121,44.63
27636,2026-03,1,0.2659,0.0251,63.37
27636,2026-04,1,0.2414,0.0264,49.86
27636,2026-05,1,0.273,0.0106,56.09
27636,2026-06,1,0.2443,0.0149,51.97
97554,2025-10,0,0.4799,0.0261,
97554,2025-11,0,0.4817,0.0296,
97554,2025-12,0,0.4749,0.048,
97554,2026-01,0,0.4747,0.0561,
97554,2026-02,0,0.493,0.0354,
97554,2026-03,0,0.4933,0.0499,
97554,2026-04,0,0.4709,0.0418,
97554,2026-05,0,0.5008,0.0249,
97554,2026-06,0,0.5042,0.0468,
37608,2025-10,1,0.3805,0.025,35.04
37608,2025-11,1,0.3788,0.0229,65.52
37608,2025-12,1,0.3794,0.016,48.23
37608,2026-01,1,0.3691,0.0206,67.19
37608,2026-02,1,0.3899,0.0221,54.93
37608,2026-03,1,0.3833,0.0331,51.39
37608,2026-04,1,0.3587,0.0217,61.77
37608,2026-05,1,0.3904,0.0267,61.18
37608,2026-06,1,0.3132,0.03,53.8
99820,2025-10,1,0.4207,0.0457,62.98
99820,2025-11,1,0.4233,0.039,49.08
99820,2025-12,1,0.429,0.0152,58.33
99820,2026-01,1,0.3993,0.03,52.9
99820,2026-02,1,0.4256,0.0385,43.12
99820,2026-03,1,0.3961,0.0214,72.27
99820,2026-04,1,0.4059,0.0319,66.17
99820,2026-05,1,0.3957,0.0285,49.27
99820,2026-06,1,0.4073,0.0349,51.32
99034,2025-10,1,0.417,0.0305,71.11
99034,2025-11,1,0.4176,0.0146,57.55
99034,2025-12,1,0.4164,0.0284,55.79
99034,2026-01,1,0.4111,0.0294,62.08
99034,2026-02,1,0.4004,0.0202,63.61
99034,2026-03,1,0.4051,0.0413,73.32
99034,2026-04,1,0.3796,0.0256,42.26
99034,2026-05,1,0.3956,0.0236,55.54
99034,2026-06,1,0.3891,0.0181,61.25
15642,2025-10,0,0.6421,0.0468,
15642,2025-11,0,0.6406,0.035,
15642,2025-12,0,0.6431,0.0382,
15642,2026-01,0,0.6318,0.039,
15642,2026-02,0,0.6425,0.0489,
15642,2026-03,0,0.6559,0.0386,
15642,2026-04,0,0.6314,0.0551,
15642,2026-05,0,0.6331,0.0335,
15642,2026-06,0,0.6284,0.0326,
55408,2025-10,1,0.336,0.0287,41.64
55408,2025-11,1,0.3274,0.0279,59.33
55408,2025-12,1,0.3423,0.0278,35.92
55408,2026-01,1,0.3207,0.0281,52.23
55408,2026-02,1,0.3279,0.0353,54.97
55408,2026-03,1,0.3345,0.0278,47.06
55408,2026-04,1,0.3257,0.0281,40.71
55408,2026-05,1,0.326,0.0263,51.57
55408,2026-06,1,0.3462,0.0167,56.15
77889,2025-10,1,0.4631,0.0351,64.87
77889,2025-11,1,0.4581,0.0344,46.17
77889,2025-12,1,0.46,0.0328,35.32
77889,2026-01,1,0.4515,0.0167,55.59
77889,2026-02,1,0.4561,0.0199,34.83
77889,2026-03,1,0.4377,0.0286,60.65
77889,2026-04,1,0.4259,0.0257,67.28
77889,2026-05,1,0.4885,0.0282,62.81
77889,2026-06,1,0.4515,0.0241,57.45
24086,2025-10,0,0.5451,0.0411,
24086,2025-11,0,0.5432,0.034,
24086,2025-12,0,0.5419,0.0506,
24086,2026-01,0,0.5614,0.0335,
24086,2026-02,0,0.5495,0.0255,
24086,2026-03,0,0.5279,0.0553,
24086,2026-04,0,0.5786,0.0497,
24086,2026-05,0,0.5419,0.0336,
24086,2026-06,0,0.5512,0.0481,
68710,2025-10,1,0.344,0.0233,41.34
68710,2025-11,1,0.3396,0.0327,46.74
68710,2025-12,1,0.3425,0.0327,57.58
68710,2026-01,1,0.33,0.0298,48.81
68710,2026-02,1,0.3461,0.0298,53.84
68710,2026-03,1,0.3506,0.0182,55.07
68710,2026-04,1,0.3596,0.0162,72.55
68710,2026-05,1,0.3413,0.0262,65.62
68710,2026-06,1,0.3016,0.0254,51.14
13234,2025-10,0,0.5131,0.0488,
13234,2025-11,0,0.5178,0.0323,
13234,2025-12,0,0.5231,0.0406,
13234,2026-01,0,0.5003,0.038,
13234,2026-02,0,0.4974,0.0464,
13234,2026-03,0,0.5139,0.0462,
13234,2026-04,0,0.5243,0.0387,
13234,2026-05,0,0.5494,0.0335,
13234,2026-06,0,0.5334,0.0462,
20943,2025-10,1,0.3205,0.0395,50.82
20943,2025-11,1,0.3183,0.0289,50.13
20943,2025-12,1,0.3149,0.0324,53.83
20943,2026-01,1,0.297,0.0201,41.57
20943,2026-02,1,0.3173,0.0308,50.91
20943,2026-03,1,0.317,0.0247,60.14
20943,2026-04,1,0.3165,0.0237,64.63
20943,2026-05,1,0.3063,0.0302,61.43
20943,2026-06,1,0.2787,0.0244,54.21
12914,2025-10,1,0.3885,0.0291,29.88
12914,2025-11,1,0.3854,0.0313,60.15
12914,2025-12,1,0.3738,0.0391,53.85
12914,2026-01,1,0.3799,0.0258,62.38
12914,2026-02,1,0.3742,0.0287,55.74
12914,2026-03,1,0.4165,0.0338,51.04
12914,2026-04,1,0.3738,0.0203,63.01
12914,2026-05,1,0.369,0.0278,45.1
12914,2026-06,1,0.432,0.044,70.13
59214,2025-10,1,0.4054,0.0299,77.88
59214,2025-11,1,0.4052,0.0191,68.05
59214,2025-12,1,0.4098,0.0305,50.22
59214,2026-01,1,0.3971,0.0291,54.13
59214,2026-02,1,0.4231,0.0342,68.56
59214,2026-03,1,0.403,0.0239,49.79
59214,2026-04,1,0.4029,0.0239,48.9
59214,2026-05,1,0.391,0.0292,48.45
59214,2026-06,1,0.4383,0.0311,72.17
96952,2025-10,0,0.5637,0.035,
96952,2025-11,0,0.5648,0.0363,
96952,2025-12,0,0.5689,0.0361,
96952,2026-01,0,0.5513,0.0305,
96952,2026-02,0,0.5603,0.0478,
96952,2026-03,0,0.5794,0.0536,
96952,2026-04,0,0.553,0.054,
96952,2026-05,0,0.5751,0.0345,
96952,2026-06,0,0.5502,0.0605,
40418,2025-10,0,0.5249,0.039,
40418,2025-11,0,0.5174,0.051,
40418,2025-12,0,0.522,0.028,
40418,2026-01,0,0.5438,0.032,
40418,2026-02,0,0.5273,0.0448,
40418,2026-03,0,0.5256,0.0447,
40418,2026-04,0,0.5198,0.0308,
40418,2026-05,0,0.5083,0.0364,
40418,2026-06,0,0.573,0.024,
23394,2025-10,0,0.4631,0.0217,
23394,2025-11,0,0.4626,0.0418,
23394,2025-12,0,0.456,0.0272,
23394,2026-01,0,0.463,0.0613,
23394,2026-02,0,0.4774,0.0556,
23394,2026-03,0,0.4888,0.0399,
23394,2026-04,0,0.4622,0.0423,
23394,2026-05,0,0.463,0.0357,
23394,2026-06,0,0.5045,0.0333,
92374,2025-10,1,0.2819,0.0278,33.2
92374,2025-11,1,0.2775,0.0214,54.11
92374,2025-12,1,0.2807,0.0278,46.98
92374,2026-01,1,0.2815,0.019,57.01
92374,2026-02,1,0.2686,0.027,62.74
92374,2026-03,1,0.3037,0.0248,55.68
92374,2026-04,1,0.274,0.0352,54.65
92374,2026-05,1,0.2811,0.0076,58.95
92374,2026-06,1,0.264,0.0297,51.35
63651,2025-10,0,0.4935,0.051,
63651,2025-11,0,0.4934,0.0263,
63651,2025-12,0,0.4969,0.0336,
63651,2026-01,0,0.4943,0.0514,
63651,2026-02,0,0.5194,0.0401,
63651,2026-03,0,0.508,0.0421,
63651,2026-04,0,0.5086,0.0429,
63651,2026-05,0,0.5263,0.0364,
63651,2026-06,0,0.4942,0.0389,
73118,2025-10,0,0.6228,0.0512,
73118,2025-11,0,0.6229,0.036,
73118,2025-12,0,0.6266,0.0277,
73118,2026-01,0,0.6266,0.0417,
73118,2026-02,0,0.6267,0.0458,
73118,2026-03,0,0.6265,0.0394,
73118,2026-04,0,0.6585,0.0267,
73118,2026-05,0,0.62,0.0474,
73118,2026-06,0,0.6199,0.0447,
39367,2025-10,1,0.4199,0.0269,56.14
39367,2025-11,1,0.4175,0.0371,49.32
39367,2025-12,1,0.4115,0.0374,46.87
39367,2026-01,1,0.4289,0.022,58.56
39367,2026-02,1,0.4143,0.024,47.91
39367,2026-03,1,0.4022,0.0276,44.28
39367,2026-04,1,0.3961,0.0303,71.26
39367,2026-05,1,0.3927,0.0453,39.77
39367,2026-06,1,0.437,0.0239,38.16
99179,2025-10,0,0.5733,0.0379,
99179,2025-11,0,0.5752,0.0419,
99179,2025-12,0,0.5796,0.05,
99179,2026-01,0,0.5708,0.0495,
99179,2026-02,0,0.5631,0.0426,
99179,2026-03,0,0.568,0.0652,
99179,2026-04,0,0.5642,0.052,
99179,2026-05,0,0.5919,0.057,
99179,2026-06,0,0.5798,0.0585,
44939,2025-10,1,0.417,0.0227,66.29
44939,2025-11,1,0.4144,0.0385,59.24
44939,2025-12,1,0.3997,0.0333,62.91
44939,2026-01,1,0.4046,0.0206,50.2
44939,2026-02,1,0.4135,0.0379,45.13
44939,2026-03,1,0.4253,0.0304,44.96
44939,2026-04,1,0.38,0.0219,67.32
44939,2026-05,1,0.3739,0.033,49.89
44939,2026-06,1,0.4138,0.0199,73.54
29795,2025-10,0,0.4188,0.0358,
29795,2025-11,0,0.4197,0.0561,
29795,2025-12,0,0.4218,0.0318,
29795,2026-01,0,0.4186,0.0423,
29795,2026-02,0,0.4044,0.0496,
29795,2026-03,0,0.4515,0.0381,
29795,2026-04,0,0.4216,0.0327,
29795,2026-05,0,0.418,0.0319,
29795,2026-06,0,0.3984,0.0404,
42052,2025-10,0,0.3074,0.036,
42052,2025-11,0,0.3076,0.0482,
42052,2025-12,0,0.3265,0.0242,
42052,2026-01,0,0.3035,0.0373,
42052,2026-02,0,0.3271,0.0504,
42052,2026-03,0,0.2939,0.0268,
42052,2026-04,0,0.2936,0.0424,
42052,2026-05,0,0.3343,0.0254,
42052,2026-06,0,0.3473,0.0362,
90631,2025-10,1,0.3624,0.0173,58.69
90631,2025-11,1,0.3599,0.014,83.8
90631,2025-12,1,0.3508,0.0321,64.79
90631,2026-01,1,0.3632,0.0164,62.36
90631,2026-02,1,0.3755,0.0235,53.94
90631,2026-03,1,0.3601,0.029,60.33
90631,2026-04,1,0.3297,0.0361,49.98
90631,2026-05,1,0.3406,0.0373,66.81
90631,2026-06,1,0.3485,0.0217,50.63
62104,2025-10,0,0.4569,0.0232,
62104,2025-11,0,0.4611,0.02,
62104,2025-12,0,0.4534,0.0323,
62104,2026-01,0,0.4401,0.0397,
62104,2026-02,0,0.4608,0.0486,
62104,2026-03,0,0.4809,0.0596,
62104,2026-04,0,0.4679,0.0558,
62104,2026-05,0,0.4343,0.0399,
62104,2026-06,0,0.4534,0.039,
82345,2025-10,0,0.4753,0.0378,
82345,2025-11,0,0.4761,0.0561,
82345,2025-12,0,0.4742,0.0435,
82345,2026-01,0,0.4718,0.0514,
82345,2026-02,0,0.4913,0.0419,
82345,2026-03,0,0.4953,0.0527,
82345,2026-04,0,0.4966,0.0318,
82345,2026-05,0,0.5038,0.0345,
82345,2026-06,0,0.4412,0.0461,
71226,2025-10,0,0.4698,0.0441,
71226,2025-11,0,0.4673,0.047,
71226,2025-12,0,0.4705,0.0271,
71226,2026-01,0,0.4617,0.0501,
71226,2026-02,0,0.4755,0.0365,
71226,2026-03,0,0.4666,0.0345,
71226,2026-04,0,0.4532,0.0527,
71226,2026-05,0,0.503,0.0286,
71226,2026-06,0,0.4906,0.021,
61397,2025-10,1,0.3398,0.028,54.08
61397,2025-11,1,0.3438,0.0389,46.21
61397,2025-12,1,0.3317,0.0253,63.21
61397,2026-01,1,0.3522,0.0258,62.96
61397,2026-02,1,0.3287,0.0199,62.22
61397,2026-03,1,0.3493,0.0429,65.5
61397,2026-04,1,0.3254,0.0303,51.36
61397,2026-05,1,0.3377,0.027,43.94
61397,2026-06,1,0.3312,0.0284,54.85
25464,2025-10,1,0.3618,0.0193,58.95
25464,2025-11,1,0.3612,0.0382,57.19
25464,2025-12,1,0.3552,0.024,49.21
25464,2026-01,1,0.3635,0.0337,28.58
25464,2026-02,1,0.3356,0.0201,52.32
25464,2026-03,1,0.3619,0.0286,61.33
25464,2026-04,1,0.3437,0.0274,73.66
25464,2026-05,1,0.3415,0.0304,55.42
25464,2026-06,1,0.3706,0.0192,56.78
38022,2025-10,1,0.3463,0.0384,56.07
38022,2025-11,1,0.344,0.0215,52.44
38022,2025-12,1,0.3412,0.0284,55.53
38022,2026-01,1,0.3375,0.0224,49.97
38022,2026-02,1,0.3439,0.0242,53.41
38022,2026-03,1,0.3562,0.027,55.98
38022,2026-04,1,0.3653,0.0237,52.9
38022,2026-05,1,0.3166,0.028,54.34
38022,2026-06,1,0.3228,0.0336,67.92
64810,2025-10,1,0.4529,0.0326,60.56
64810,2025-11,1,0.4492,0.0388,63.63
64810,2025-12,1,0.4448,0.0156,53.77
64810,2026-01,1,0.4406,0.0329,57.11
64810,2026-02,1,0.4624,0.028,63.19
64810,2026-03,1,0.4258,0.0227,41.91
64810,2026-04,1,0.441,0.0242,52.03
64810,2026-05,1,0.4246,0.0338,75.02
64810,2026-06,1,0.4393,0.0336,56.27
70968,2025-10,1,0.349,0.039,37.46
70968,2025-11,1,0.3431,0.0344,58.92
70968,2025-12,1,0.3457,0.0053,64.74
70968,2026-01,1,0.355,0.0366,40.47
70968,2026-02,1,0.3305,0.0283,54.27
70968,2026-03,1,0.348,0.0283,55.38
70968,2026-04,1,0.3216,0.0209,59.68
70968,2026-05,1,0.3262,0.0385,62.9
70968,2026-06,1,0.3336,0.0306,56.88
99196,2025-10,0,0.4572,0.0301,
99196,2025-11,0,0.4645,0.0214,
99196,2025-12,0,0.4557,0.0389,
99196,2026-01,0,0.462,0.0353,
99196,2026-02,0,0.4785,0.0432,
99196,2026-03,0,0.4253,0.0406,
99196,2026-04,0,0.4616,0.0549,
99196,2026-05,0,0.4521,0.0331,
99196,2026-06,0,0.4865,0.0337,
43102,2025-10,1,0.4084,0.0264,53.0
43102,2025-11,1,0.4041,0.0408,49.62
43102,2025-12,1,0.4042,0.03,72.63
43102,2026-01,1,0.4055,0.0238,48.56
43102,2026-02,1,0.3941,0.0314,53.17
43102,2026-03,1,0.3988,0.0245,73.4
43102,2026-04,1,0.3898,0.0143,58.38
43102,2026-05,1,0.3973,0.0205,38.46
43102,2026-06,1,0.3911,0.0325,57.92
70548,2025-10,0,0.6418,0.0498,
70548,2025-11,0,0.6435,0.046,
70548,2025-12,0,0.6477,0.059,
70548,2026-01,0,0.6551,0.0417,
70548,2026-02,0,0.649,0.0281,
70548,2026-03,0,0.6473,0.0548,
70548,2026-04,0,0.6558,0.0353,
70548,2026-05,0,0.6836,0.0593,
