customer_id,zip,tenure_months,product_tier,monthly_revenue,has_mobile,clv
C0004298,11957,10,Standard_300Mbps,48.7,0,3339.17
C0004299,12914,64,Gigabit_1000Mbps,119.94,0,5718.14
C0004300,50623,3,Basic_100Mbps,43.24,1,2703.45
C0004301,71061,45,Gigabit_1000Mbps,89.74,1,5106.41
C0004302,31397,214,Performance_500Mbps,93.16,0,1117.92
C0004303,84155,20,Standard_300Mbps,52.25,0,2738.58
C0004304,33693,34,Basic_100Mbps,47.43,0,2129.59
C0004305,32768,8,Standard_300Mbps,79.94,0,4973.57
C0004306,53616,22,Gigabit_1000Mbps,89.87,1,5186.69
C0004307,38047,4,Standard_300Mbps,71.12,0,3716.2
C0004308,17727,42,Gigabit_1000Mbps,90.02,1,5240.38
C0004309,26899,53,Basic_100Mbps,39.41,0,1845.46
C0004310,26899,31,Standard_300Mbps,48.35,1,2831.66
C0004311,81299,48,Standard_300Mbps,72.49,0,3377.55
C0004312,48002,42,Standard_300Mbps,92.04,0,4086.71
C0004313,74546,92,Gigabit_1000Mbps,109.29,0,3301.41
C0004314,84155,23,Performance_500Mbps,81.35,0,4827.81
C0004315,99577,27,Standard_300Mbps,87.23,0,5378.42
C0004316,11957,16,Standard_300Mbps,71.48,0,3250.06
C0004317,46443,15,Standard_300Mbps,59.33,0,3058.49
C0004318,33823,61,Standard_300Mbps,67.12,0,3319.16
C0004319,72904,95,Basic_100Mbps,48.63,0,2010.26
C0004320,24944,13,Gigabit_1000Mbps,115.9,0,6510.66
C0004321,66911,19,Standard_300Mbps,73.7,0,4033.7
C0004322,24944,15,Basic_100Mbps,43.04,1,2499.19
C0004323,43481,69,Basic_100Mbps,41.71,0,1598.85
C0004324,37754,106,Gigabit_1000Mbps,104.15,1,4056.87
C0004325,20366,83,Basic_100Mbps,54.63,0,1880.61
C0004326,61397,1,Gigabit_1000Mbps,103.47,1,6329.14
C0004327,69363,6,Performance_500Mbps,95.5,0,4639.11
C0004328,48318,81,Performance_500Mbps,65.98,1,2657.49
C0004329,97554,26,Basic_100Mbps,52.01,0,2560.98
C0004330,84437,17,Standard_300Mbps,68.92,0,4352.64
C0004331,40418,18,Gigabit_1000Mbps,98.16,1,5646.21
C0004332,44535,62,Standard_300Mbps,52.37,0,2111.45
C0004333,82565,60,Standard_300Mbps,62.03,0,2619.29
C0004334,18775,63,Gigabit_1000Mbps,107.23,1,4545.79
C0004335,95846,67,Basic_100Mbps,40.04,0,1679.39
C0004336,99179,2,Basic_100Mbps,64.98,0,4094.49
C0004337,43481,50,Basic_100Mbps,53.41,0,2601.82
C0004338,64874,33,Gigabit_1000Mbps,119.04,1,6545.11
C0004339,21437,10,Standard_300Mbps,61.96,0,2910.68
C0004340,66347,32,Gigabit_1000Mbps,81.18,0,4250.79
C0004341,66911,41,Gigabit_1000Mbps,127.76,0,5410.76
C0004342,78299,30,Performance_500Mbps,75.86,1,3892.04
C0004343,11967,15,Standard_300Mbps,63.83,0,3947.49
C0004344,45413,10,Basic_100Mbps,32.98,0,2210.87
C0004345,21747,3,Standard_300Mbps,49.5,0,2783.6
C0004346,48318,2,Gigabit_1000Mbps,97.29,1,6651.36
C0004347,25464,15,Standard_300Mbps,64.95,0,3922.92
C0004348,33562,9,Gigabit_1000Mbps,87.64,0,4962.75
C0004349,22726,24,Performance_500Mbps,89.71,1,4870.47
C0004350,48318,29,Performance_500Mbps,93.87,0,4303.85
C0004351,90971,17,Standard_300Mbps,77.91,0,3917.76
C0004352,14892,17,Standard_300Mbps,68.36,1,3761.16
C0004353,36970,49,Standard_300Mbps,58.78,0,2558.24
C0004354,44145,1,Gigabit_1000Mbps,98.32,0,5631.81
C0004355,11739,220,Standard_300Mbps,74.89,0,898.68
C0004356,55883,20,Gigabit_1000Mbps,103.55,1,4834.0
C0004357,21551,31,Standard_300Mbps,67.22,0,4187.88
C0004358,39661,10,Gigabit_1000Mbps,90.93,1,4490.23
C0004359,43481,8,Standard_300Mbps,60.68,1,3560.11
C0004360,23944,40,Gigabit_Pro_2000Mbps,141.37,0,6827.43
C0004361,30476,129,Basic_100Mbps,59.71,0,1586.94
C0004362,37754,86,Standard_300Mbps,57.54,0,2021.41
C0004363,70755,96,Basic_100Mbps,56.36,0,2513.87
C0004364,82345,25,Basic_100Mbps,44.37,0,2345.71
C0004365,49226,16,Performance_500Mbps,105.67,0,6758.39
C0004366,64874,52,Basic_100Mbps,46.61,0,1679.44
C0004367,15642,28,Standard_300Mbps,77.96,0,4734.81
C0004368,49756,60,Standard_300Mbps,60.18,0,2563.4
C0004369,82563,43,Gigabit_1000Mbps,106.74,1,5333.77
C0004370,99820,16,Standard_300Mbps,60.9,0,3446.75
C0004371,82481,2,Gigabit_1000Mbps,104.04,0,4566.08
C0004372,92391,12,Gigabit_1000Mbps,101.61,0,5709.06
C0004373,42052,63,Basic_100Mbps,56.46,0,2410.17
C0004374,14644,22,Basic_100Mbps,53.91,0,2634.98
C0004375,15712,62,Gigabit_1000Mbps,102.27,0,4602.48
C0004376,76290,43,Standard_300Mbps,63.3,0,2960.64
C0004377,49849,13,Standard_300Mbps,56.12,0,3071.32
C0004378,64760,20,Performance_500Mbps,73.7,0,4113.74
C0004379,21437,38,Performance_500Mbps,79.26,1,4083.02
C0004380,71934,75,Gigabit_1000Mbps,90.9,1,4074.12
C0004381,46830,1,Gigabit_Pro_2000Mbps,156.7,1,10236.66
C0004382,44535,174,Gigabit_Pro_2000Mbps,141.6,0,2250.7
C0004383,99820,18,Performance_500Mbps,56.45,1,3031.38
C0004384,20239,5,Gigabit_1000Mbps,104.45,0,6726.55
C0004385,68710,14,Gigabit_1000Mbps,104.35,0,5291.84
C0004386,98559,57,Basic_100Mbps,59.8,0,2438.79
C0004387,43481,30,Performance_500Mbps,79.33,1,3790.17
C0004388,49756,4,Standard_300Mbps,81.92,0,5045.12
C0004389,14644,17,Gigabit_1000Mbps,105.81,1,5362.3
C0004390,38022,2,Performance_500Mbps,86.36,0,5167.42
C0004391,64874,2,Performance_500Mbps,87.26,1,5096.47
C0004392,62104,8,Basic_100Mbps,46.19,0,3083.78
C0004393,33562,15,Performance_500Mbps,92.68,1,5088.8
C0004394,65704,42,Performance_500Mbps,106.26,0,4936.04
C0004395,84147,1,Basic_100Mbps,42.34,0,2387.99
C0004396,55408,13,Performance_500Mbps,70.17,0,3672.47
C0004397,50682,15,Standard_300Mbps,71.52,1,4525.94
C0004398,63651,13,Standard_300Mbps,93.01,0,5692.32
C0004399,19147,5,Standard_300Mbps,70.14,0,3936.78
C0004400,32768,71,Basic_100Mbps,70.47,0,3042.68
C0004401,24944,13,Basic_100Mbps,39.87,0,2364.1
C0004402,82954,66,Standard_300Mbps,76.1,0,3392.89
C0004403,95846,7,Standard_300Mbps,67.29,0,4232.24
C0004404,33314,46,Gigabit_Pro_2000Mbps,140.59,0,7450.78
C0004405,98436,8,Gigabit_1000Mbps,95.96,1,4723.84
C0004406,91235,15,Gigabit_Pro_2000Mbps,98.33,0,5259.05
C0004407,16607,40,Gigabit_1000Mbps,121.34,1,5675.67
C0004408,33693,28,Performance_500Mbps,92.05,0,5022.68
C0004409,71226,11,Standard_300Mbps,72.16,0,4177.71
C0004410,71094,76,Standard_300Mbps,93.68,0,4063.31
C0004411,33314,23,Standard_300Mbps,75.27,0,3961.68
C0004412,98436,55,Gigabit_Pro_2000Mbps,135.29,1,8045.93
C0004413,99034,71,Gigabit_1000Mbps,104.47,0,4608.04
C0004414,34725,21,Basic_100Mbps,44.14,1,2105.31
C0004415,58648,14,Standard_300Mbps,66.17,0,4181.72
C0004416,21797,29,Basic_100Mbps,61.07,0,3296.58
C0004417,48318,3,Gigabit_1000Mbps,89.42,1,5579.81
C0004418,58060,41,Gigabit_Pro_2000Mbps,137.08,1,7687.83
C0004419,18775,50,Basic_100Mbps,53.73,0,2162.2
C0004420,82565,4,Basic_100Mbps,43.94,0,2100.1
C0004421,55443,12,Standard_300Mbps,68.41,0,3912.64
C0004422,97173,52,Gigabit_1000Mbps,96.42,1,5387.88
C0004423,84147,13,Performance_500Mbps,89.99,0,5284.65
C0004424,19147,34,Standard_300Mbps,54.58,0,2813.41
C0004425,47558,33,Gigabit_Pro_2000Mbps,146.63,1,7043.94
C0004426,49849,10,Standard_300Mbps,79.67,1,4232.38
C0004427,58060,52,Gigabit_Pro_2000Mbps,109.26,0,5704.88
C0004428,34725,24,Gigabit_1000Mbps,106.61,0,5701.46
C0004429,95846,4,Performance_500Mbps,106.59,1,6218.59
C0004430,84155,3,Standard_300Mbps,67.18,0,3837.46
C0004431,65704,89,Gigabit_1000Mbps,94.57,1,3598.62
C0004432,98559,17,Standard_300Mbps,86.5,0,4771.02
C0004433,57943,29,Basic_100Mbps,40.89,0,2364.19
C0004434,54744,36,Gigabit_1000Mbps,103.41,0,4908.36
C0004435,50859,46,Standard_300Mbps,67.07,1,3574.74
C0004436,80363,19,Standard_300Mbps,78.09,0,3605.38
C0004437,70548,24,Gigabit_1000Mbps,108.93,0,4138.79
C0004438,82345,47,Standard_300Mbps,53.88,1,2481.08
C0004439,63905,38,Standard_300Mbps,63.92,0,3447.43
C0004440,71413,34,Basic_100Mbps,55.95,0,2536.1
C0004441,77889,17,Performance_500Mbps,73.99,0,4061.76
C0004442,54807,121,Basic_100Mbps,51.16,0,1785.55
C0004443,41092,7,Performance_500Mbps,89.08,0,5569.73
C0004444,64874,4,Performance_500Mbps,107.16,0,7245.29
C0004445,71568,12,Standard_300Mbps,70.34,1,4146.58
C0004446,19147,10,Performance_500Mbps,84.36,0,4664.17
C0004447,33314,116,Gigabit_1000Mbps,121.07,1,3105.61
C0004448,50682,1,Standard_300Mbps,73.33,0,4356.05
C0004449,98436,76,Gigabit_Pro_2000Mbps,166.84,1,6949.06
C0004450,41592,18,Gigabit_1000Mbps,119.03,1,6418.34
C0004451,48002,30,Gigabit_Pro_2000Mbps,120.52,1,5937.87
C0004452,47558,42,Basic_100Mbps,44.77,0,2445.2
C0004453,21437,1,Basic_100Mbps,52.9,0,2702.06
C0004454,38666,26,Basic_100Mbps,57.96,0,2567.47
C0004455,70434,1,Standard_300Mbps,77.51,0,4293.6
C0004456,22457,3,Standard_300Mbps,57.2,0,3527.15
C0004457,70755,35,Standard_300Mbps,82.11,0,4502.78
C0004458,49849,11,Gigabit_1000Mbps,95.98,0,5690.95
C0004459,39460,5,Standard_300Mbps,50.42,1,3104.78
C0004460,85422,1,Basic_100Mbps,55.52,0,3300.57
C0004461,54807,58,Gigabit_1000Mbps,107.15,0,4830.33
C0004462,32658,36,Gigabit_Pro_2000Mbps,130.82,1,7695.81
C0004463,17727,1,Basic_100Mbps,58.76,1,3249.45
C0004464,64874,36,Gigabit_1000Mbps,97.61,0,3807.52
C0004465,20943,3,Standard_300Mbps,59.26,0,4069.45
C0004466,53384,14,Gigabit_1000Mbps,94.47,0,5031.53
C0004467,21864,38,Basic_100Mbps,41.89,0,2186.15
C0004468,38864,12,Performance_500Mbps,73.96,0,4355.97
C0004469,95590,51,Standard_300Mbps,71.5,0,3123.56
C0004470,25464,26,Standard_300Mbps,75.62,0,3855.19
C0004471,36218,10,Standard_300Mbps,59.65,0,3728.64
C0004472,61397,29,Gigabit_1000Mbps,100.66,0,4848.4
C0004473,11739,1,Gigabit_1000Mbps,87.67,1,6157.47
C0004474,53486,20,Basic_100Mbps,43.69,0,2773.03
C0004475,20366,14,Gigabit_1000Mbps,92.09,1,4569.39
C0004476,84437,19,Basic_100Mbps,32.41,0,1798.66
C0004477,36872,34,Standard_300Mbps,72.84,0,3818.21
C0004478,75244,19,Performance_500Mbps,72.29,0,4275.85
C0004479,71228,29,Standard_300Mbps,77.28,1,4475.25
C0004480,82925,4,Gigabit_1000Mbps,74.3,1,4725.32
C0004481,43481,13,Performance_500Mbps,79.68,0,5023.07
C0004482,38113,19,Standard_300Mbps,70.93,0,3846.73
C0004483,82951,1,Basic_100Mbps,41.65,0,2830.65
C0004484,44535,106,Gigabit_1000Mbps,89.49,1,2585.64
C0004485,10348,85,Standard_300Mbps,79.18,0,3308.46
C0004486,38113,14,Gigabit_1000Mbps,85.51,0,4273.6
C0004487,35401,35,Standard_300Mbps,69.68,0,3945.79
C0004488,28094,23,Standard_300Mbps,71.96,0,3904.53
C0004489,20366,29,Standard_300Mbps,57.23,0,3397.1
C0004490,23801,4,Standard_300Mbps,69.47,1,3809.81
C0004491,44517,28,Gigabit_1000Mbps,99.2,1,5174.06
C0004492,31609,10,Basic_100Mbps,56.24,1,3176.25
C0004493,72904,33,Standard_300Mbps,82.02,0,3879.26
C0004494,38113,52,Gigabit_1000Mbps,105.74,1,4353.08
C0004495,59214,83,Standard_300Mbps,59.85,0,2194.98
C0004496,70169,1,Performance_500Mbps,99.88,1,6216.26
C0004497,57668,26,Basic_100Mbps,51.88,0,2630.87
C0004498,50550,18,Performance_500Mbps,90.21,0,5373.63
C0004499,82563,9,Basic_100Mbps,46.14,0,2565.8
C0004500,17727,11,Standard_300Mbps,75.04,0,4372.37
C0004501,82565,62,Gigabit_1000Mbps,122.73,1,5808.21
C0004502,38047,48,Standard_300Mbps,70.1,0,3828.46
C0004503,82951,84,Standard_300Mbps,85.25,0,3015.99
C0004504,22726,55,Standard_300Mbps,78.15,0,3816.41
C0004505,70755,2,Gigabit_1000Mbps,122.78,1,7087.09
C0004506,26899,4,Performance_500Mbps,91.95,0,5804.12
C0004507,92391,40,Basic_100Mbps,50.48,1,2528.4
C0004508,44145,38,Gigabit_1000Mbps,71.04,0,3316.68
C0004509,92139,80,Standard_300Mbps,71.42,0,3293.59
C0004510,18775,26,Performance_500Mbps,55.31,0,2663.29
C0004511,79069,30,Gigabit_1000Mbps,99.47,1,5000.96
C0004512,21931,26,Basic_100Mbps,55.9,0,2523.66
C0004513,36872,40,Gigabit_1000Mbps,116.9,0,5513.86
C0004514,76339,18,Basic_100Mbps,43.94,1,2473.62
C0004515,66347,34,Performance_500Mbps,76.4,0,3455.33
C0004516,22726,24,Standard_300Mbps,86.06,0,4228.89
C0004517,92374,105,Performance_500Mbps,87.34,0,3250.87
C0004518,18775,19,Standard_300Mbps,74.95,0,4021.22
C0004519,53486,4,Standard_300Mbps,82.65,1,5378.02
C0004520,96434,62,Standard_300Mbps,77.2,0,3530.9
C0004521,14646,25,Performance_500Mbps,77.36,0,4285.09
C0004522,94681,6,Gigabit_1000Mbps,92.49,0,4619.8
C0004523,40418,94,Gigabit_Pro_2000Mbps,116.48,1,5184.8
C0004524,18342,4,Performance_500Mbps,115.47,1,6990.79
C0004525,72611,2,Standard_300Mbps,75.78,0,3997.23
C0004526,44517,11,Gigabit_Pro_2000Mbps,147.83,0,6789.4
C0004527,69330,38,Basic_100Mbps,46.58,0,2290.22
C0004528,44145,4,Gigabit_1000Mbps,98.01,1,5672.67
C0004529,63651,123,Standard_300Mbps,86.23,1,2969.26
C0004530,95873,27,Gigabit_1000Mbps,88.25,0,4257.9
C0004531,70968,30,Standard_300Mbps,63.34,0,3576.58
C0004532,31397,108,Gigabit_1000Mbps,102.12,1,3550.77
C0004533,68710,22,Standard_300Mbps,60.88,0,3397.81
C0004534,71568,42,Gigabit_1000Mbps,89.3,1,5245.79
C0004535,47558,1,Performance_500Mbps,88.6,0,5616.78
C0004536,59197,1,Gigabit_1000Mbps,93.24,0,5601.04
C0004537,91235,48,Basic_100Mbps,56.05,0,2406.06
C0004538,11739,99,Standard_300Mbps,63.59,1,2662.67
C0004539,50859,46,Basic_100Mbps,63.71,0,3143.78
C0004540,84338,6,Basic_100Mbps,73.61,0,4877.25
C0004541,64874,63,Basic_100Mbps,56.83,0,2375.92
C0004542,24086,32,Basic_100Mbps,62.14,0,3521.73
C0004543,36970,2,Gigabit_1000Mbps,70.67,1,3768.43
C0004544,37754,17,Standard_300Mbps,59.75,0,3179.88
C0004545,16607,53,Performance_500Mbps,100.36,1,5316.17
C0004546,23801,8,Standard_300Mbps,71.72,0,4307.95
C0004547,44535,62,Basic_100Mbps,48.05,0,2256.85
C0004548,44535,30,Standard_300Mbps,70.93,0,3765.55
C0004549,47558,21,Basic_100Mbps,42.71,0,2239.54
C0004550,53486,1,Gigabit_1000Mbps,104.9,1,5835.99
C0004551,61397,10,Performance_500Mbps,111.9,0,5488.21
C0004552,72904,61,Gigabit_1000Mbps,116.48,0,5443.74
C0004553,63905,4,Basic_100Mbps,65.29,1,3475.96
C0004554,97554,25,Gigabit_1000Mbps,108.35,1,6663.75
C0004555,18775,1,Basic_100Mbps,37.69,0,2492.87
C0004556,38864,10,Gigabit_1000Mbps,77.65,0,4150.97
C0004557,96952,6,Performance_500Mbps,54.46,1,3472.66
C0004558,30476,19,Basic_100Mbps,66.77,0,4056.66
C0004559,70169,32,Gigabit_Pro_2000Mbps,124.22,1,6567.17
C0004560,66347,20,Performance_500Mbps,98.9,0,5740.88
C0004561,21864,61,Performance_500Mbps,78.53,0,3233.98
C0004562,44939,6,Performance_500Mbps,89.09,0,4741.67
C0004563,96473,34,Performance_500Mbps,85.35,1,4761.36
C0004564,65058,70,Gigabit_1000Mbps,100.4,1,5541.36
C0004565,58060,33,Gigabit_1000Mbps,87.89,1,3739.58
C0004566,27636,21,Performance_500Mbps,64.2,1,3802.34
C0004567,24086,48,Standard_300Mbps,73.07,0,3090.04
C0004568,82565,3,Gigabit_1000Mbps,97.91,0,5210.96
C0004569,16607,121,Basic_100Mbps,46.01,0,1299.85
C0004570,97554,14,Standard_300Mbps,57.67,0,3065.2
C0004571,89248,8,Performance_500Mbps,77.87,1,3503.13
C0004572,48002,115,Gigabit_1000Mbps,121.6,1,4358.07
C0004573,54807,1,Basic_100Mbps,44.96,0,2250.32
C0004574,81021,55,Performance_500Mbps,107.78,0,5530.99
C0004575,95873,19,Performance_500Mbps,49.89,0,2700.92
C0004576,99820,59,Basic_100Mbps,41.26,0,2071.49
C0004577,14200,70,Basic_100Mbps,57.82,0,2043.5
C0004578,63402,13,Performance_500Mbps,84.75,0,4516.81
C0004579,23801,79,Standard_300Mbps,57.51,0,2232.27
C0004580,38022,165,Performance_500Mbps,93.73,1,1395.96
C0004581,95590,107,Basic_100Mbps,53.47,0,1665.7
C0004582,38113,27,Performance_500Mbps,85.83,1,4832.92
C0004583,77328,8,Gigabit_1000Mbps,79.91,0,4597.89
C0004584,66911,59,Performance_500Mbps,81.27,0,3414.61
C0004585,59197,102,Basic_100Mbps,37.22,0,1237.22
C0004586,44517,117,Performance_500Mbps,77.01,0,2370.16
C0004587,23394,74,Standard_300Mbps,72.41,1,2611.39
C0004588,11967,8,Basic_100Mbps,66.41,0,3608.21
C0004589,42052,37,Gigabit_1000Mbps,100.89,0,4526.79
C0004590,38113,92,Standard_300Mbps,74.32,0,2433.85
C0004591,63651,24,Basic_100Mbps,38.55,1,2185.89
C0004592,63651,61,Performance_500Mbps,87.44,0,3112.36
C0004593,53486,3,Gigabit_1000Mbps,120.79,1,5655.69
C0004594,67946,53,Gigabit_1000Mbps,84.75,1,3226.08
C0004595,49849,2,Basic_100Mbps,47.22,0,2819.46
C0004596,44517,28,Standard_300Mbps,86.12,0,4376.4
C0004597,44145,20,Gigabit_Pro_2000Mbps,104.02,0,6637.68
C0004598,21747,7,Performance_500Mbps,90.97,0,5240.18
C0004599,15642,20,Basic_100Mbps,49.16,0,2837.46
C0004600,78299,45,Standard_300Mbps,62.01,0,3121.06
C0004601,90631,51,Basic_100Mbps,51.29,0,2215.55
C0004602,44145,91,Gigabit_Pro_2000Mbps,138.15,1,4414.14
C0004603,42290,43,Basic_100Mbps,48.74,1,2463.38
C0004604,49849,201,Performance_500Mbps,103.14,0,1237.68
C0004605,98436,12,Gigabit_1000Mbps,85.87,0,4741.34
C0004606,34200,6,Gigabit_1000Mbps,82.56,0,5499.42
C0004607,71934,3,Basic_100Mbps,54.68,0,3013.87
C0004608,48002,31,Gigabit_Pro_2000Mbps,136.14,1,6537.88
C0004609,67946,15,Basic_100Mbps,47.84,0,2282.53
C0004610,53616,8,Standard_300Mbps,70.99,0,3483.58
C0004611,53616,8,Standard_300Mbps,84.95,1,4636.91
C0004612,47558,15,Basic_100Mbps,51.73,0,2609.25
C0004613,22457,41,Performance_500Mbps,94.69,0,5133.24
C0004614,31609,33,Standard_300Mbps,55.38,0,2492.25
C0004615,27636,56,Performance_500Mbps,119.38,1,6285.16
C0004616,30476,13,Performance_500Mbps,63.93,1,3373.16
C0004617,49965,45,Standard_300Mbps,76.68,0,4082.92
C0004618,80363,73,Gigabit_1000Mbps,88.4,1,4293.52
C0004619,73118,65,Performance_500Mbps,94.12,0,4258.87
C0004620,82925,38,Basic_100Mbps,41.32,0,2300.73
C0004621,21931,68,Performance_500Mbps,72.25,0,2889.03
C0004622,27636,3,Standard_300Mbps,62.61,0,3975.95
C0004623,63402,23,Standard_300Mbps,77.92,0,4455.97
C0004624,64745,11,Standard_300Mbps,74.18,1,4317.92
C0004625,84185,24,Standard_300Mbps,76.85,0,3210.98
C0004626,58648,4,Basic_100Mbps,41.92,1,2444.69
C0004627,73118,4,Standard_300Mbps,75.59,0,4554.97
C0004628,12914,4,Basic_100Mbps,58.51,0,3589.49
C0004629,28094,3,Gigabit_1000Mbps,69.4,0,4327.91
C0004630,69374,24,Gigabit_1000Mbps,97.03,1,6002.41
C0004631,32768,4,Basic_100Mbps,56.35,0,3382.35
C0004632,71228,65,Standard_300Mbps,81.52,0,3320.02
C0004633,34200,12,Basic_100Mbps,75.83,0,4392.18
C0004634,84185,114,Gigabit_Pro_2000Mbps,135.25,0,5294.96
C0004635,58648,30,Standard_300Mbps,63.59,0,3666.29
C0004636,44517,36,Gigabit_1000Mbps,97.26,1,5007.95
C0004637,74546,35,Basic_100Mbps,42.74,0,2235.95
C0004638,53616,14,Gigabit_1000Mbps,110.87,1,5734.76
C0004639,50550,73,Basic_100Mbps,49.37,0,2219.11
C0004640,26270,176,Gigabit_1000Mbps,95.33,1,1174.5
C0004641,82345,6,Gigabit_Pro_2000Mbps,140.78,1,7917.98
C0004642,99034,24,Standard_300Mbps,66.89,1,3796.94
C0004643,92391,25,Standard_300Mbps,66.51,1,4040.26
C0004644,24665,54,Gigabit_1000Mbps,109.19,1,4281.81
C0004645,79069,20,Basic_100Mbps,53.86,0,2919.25
C0004646,10348,40,Basic_100Mbps,51.56,0,3073.78
C0004647,34955,15,Gigabit_1000Mbps,117.13,1,6498.57
C0004648,31609,2,Gigabit_Pro_2000Mbps,114.52,0,7088.25
C0004649,44535,22,Performance_500Mbps,95.38,1,4825.78
C0004650,69374,50,Standard_300Mbps,95.28,1,4397.71
C0004651,18342,37,Gigabit_Pro_2000Mbps,129.34,0,6284.49
C0004652,36218,26,Gigabit_Pro_2000Mbps,125.59,1,7097.24
C0004653,55408,88,Performance_500Mbps,96.1,1,4623.27
C0004654,43102,23,Standard_300Mbps,67.58,0,3407.12
C0004655,21437,16,Standard_300Mbps,58.81,1,3746.02
C0004656,54744,18,Basic_100Mbps,30.0,0,1695.81
C0004657,31397,46,Performance_500Mbps,69.19,0,3573.92
C0004658,99196,14,Standard_300Mbps,64.78,0,3533.88
C0004659,59197,36,Standard_300Mbps,60.61,0,3037.13
C0004660,17727,17,Standard_300Mbps,81.63,0,4646.88
C0004661,66911,30,Performance_500Mbps,86.0,1,3814.35
C0004662,92391,9,Basic_100Mbps,43.43,0,2389.52
C0004663,24944,7,Basic_100Mbps,46.06,1,2595.91
C0004664,81021,27,Basic_100Mbps,53.18,0,2864.72
C0004665,81021,11,Gigabit_Pro_2000Mbps,104.89,0,6665.53
C0004666,63651,3,Performance_500Mbps,82.56,0,5174.24
C0004667,21931,11,Standard_300Mbps,54.19,0,2937.79
C0004668,96434,18,Gigabit_1000Mbps,138.03,0,8097.05
C0004669,20366,13,Basic_100Mbps,53.9,0,2993.14
C0004670,44918,33,Basic_100Mbps,48.69,1,2608.99
C0004671,71413,15,Basic_100Mbps,49.87,0,2927.24
C0004672,30476,7,Standard_300Mbps,75.26,1,4528.95
C0004673,43481,86,Standard_300Mbps,85.23,0,3549.74
C0004674,82565,31,Standard_300Mbps,58.64,0,3361.0
C0004675,38022,9,Performance_500Mbps,102.05,0,6072.89
C0004676,11739,14,Standard_300Mbps,76.71,0,4468.1
C0004677,68710,30,Basic_100Mbps,45.06,0,2018.46
C0004678,44517,4,Standard_300Mbps,73.36,1,4112.25
C0004679,36136,17,Performance_500Mbps,78.76,1,4871.13
C0004680,95846,7,Gigabit_Pro_2000Mbps,126.37,0,7886.99
C0004681,68710,16,Performance_500Mbps,84.62,0,4883.11
C0004682,23801,20,Gigabit_1000Mbps,127.75,0,7466.38
C0004683,21551,28,Standard_300Mbps,69.43,0,3542.52
C0004684,44918,1,Gigabit_Pro_2000Mbps,134.85,1,8179.74
C0004685,57943,42,Standard_300Mbps,81.77,0,3803.03
C0004686,62104,87,Basic_100Mbps,48.22,0,1864.15
C0004687,41592,12,Standard_300Mbps,94.67,0,5994.53
C0004688,53616,3,Performance_500Mbps,87.06,1,5432.64
C0004689,37608,83,Gigabit_1000Mbps,107.05,1,3859.59
C0004690,82563,20,Standard_300Mbps,64.36,1,2565.93
C0004691,37754,41,Performance_500Mbps,79.88,1,3634.76
C0004692,21797,34,Standard_300Mbps,79.09,0,4004.39
C0004693,45413,69,Gigabit_1000Mbps,116.65,0,4118.35
C0004694,59197,24,Performance_500Mbps,57.92,1,3132.82
C0004695,62104,43,Gigabit_Pro_2000Mbps,125.58,1,7599.56
C0004696,29795,1,Gigabit_1000Mbps,87.38,1,4751.46
C0004697,36872,1,Standard_300Mbps,66.48,0,3920.28
C0004698,90971,54,Gigabit_Pro_2000Mbps,125.33,0,7400.75
C0004699,54744,52,Basic_100Mbps,39.43,0,1840.63
C0004700,63402,5,Basic_100Mbps,52.06,0,3222.62
C0004701,71226,34,Basic_100Mbps,46.03,0,2531.83
C0004702,50682,14,Performance_500Mbps,87.49,0,5415.61
C0004703,54807,7,Gigabit_1000Mbps,90.77,1,5472.37
C0004704,39262,100,Basic_100Mbps,66.63,1,2977.67
C0004705,82481,97,Basic_100Mbps,48.67,0,1588.34
C0004706,49849,40,Gigabit_1000Mbps,106.07,0,6645.98
C0004707,33823,186,Standard_300Mbps,72.99,0,971.15
C0004708,25352,7,Gigabit_1000Mbps,100.27,0,5185.14
C0004709,21747,63,Basic_100Mbps,53.39,1,2494.86
C0004710,54807,29,Standard_300Mbps,74.05,0,3466.26
C0004711,74521,7,Basic_100Mbps,39.21,0,2278.58
C0004712,53384,35,Gigabit_1000Mbps,100.44,1,5033.1
C0004713,19147,174,Performance_500Mbps,104.38,1,1676.31
C0004714,36218,9,Gigabit_Pro_2000Mbps,163.54,0,9671.15
C0004715,81021,22,Standard_300Mbps,63.22,1,3419.26
C0004716,82954,3,Standard_300Mbps,83.65,0,5380.07
C0004717,11967,10,Basic_100Mbps,55.29,0,3503.26
C0004718,38864,12,Standard_300Mbps,63.76,1,3393.1
C0004719,54744,30,Standard_300Mbps,72.65,0,3482.25
C0004720,70434,2,Performance_500Mbps,70.88,0,4371.44
C0004721,58060,77,Gigabit_1000Mbps,97.86,1,3922.65
C0004722,64874,115,Performance_500Mbps,98.88,0,3254.37
C0004723,50859,41,Standard_300Mbps,62.91,0,2675.1
C0004724,70434,39,Gigabit_1000Mbps,64.35,0,2688.53
C0004725,48002,12,Basic_100Mbps,40.18,0,2552.24
C0004726,21797,80,Performance_500Mbps,80.62,0,3530.29
C0004727,95873,61,Basic_100Mbps,60.05,0,3213.53
C0004728,73118,4,Basic_100Mbps,48.24,0,2957.52
C0004729,21747,45,Performance_500Mbps,82.53,0,4318.3
C0004730,55883,4,Standard_300Mbps,71.11,0,3540.12
C0004731,94681,9,Basic_100Mbps,59.86,0,2920.15
